simTime,MCCIndex,specWeatherModel
4.3,4,19.9978
4.30001,4,19.9978
4.4,0,27.6296
4.40001,0,27.6296
4.4,1,29.6872
4.40001,1,29.6872
4.4,2,17.405
4.40001,2,6.16053
4.4,3,41.6483
4.40001,3,41.6483
4.4,4,19.9978
4.40001,4,27.8756
4.5,0,27.6296
4.50001,0,24.1786
4.5,1,29.6872
4.50001,1,29.6872
4.5,2,6.16053
4.50001,2,30.9627
4.5,3,41.6483
4.50001,3,41.6483
4.5,4,27.8756
4.50001,4,10.4439
4.6,0,24.1786
4.60001,0,0.0403635
4.6,1,29.6872
4.60001,1,29.6872
4.6,2,30.9627
4.60001,2,18.3974
4.6,3,41.6483
4.60001,3,41.6483
4.6,4,10.4439
4.60001,4,3.82174
4.7,0,0.0403635
4.70001,0,18.2639
4.7,1,29.6872
4.70001,1,29.6872
4.7,2,18.3974
4.70001,2,7.98826
4.7,3,41.6483
4.70001,3,41.6483
4.7,4,3.82174
4.70001,4,3.82174
4.8,0,18.2639
4.80001,0,18.2639
4.8,1,29.6872
4.80001,1,29.6872
4.8,2,7.98826
4.80001,2,7.98826
4.8,3,41.6483
4.80001,3,41.6483
4.8,4,3.82174
4.80001,4,3.82174
4.9,0,18.2639
4.90001,0,18.2639
4.9,1,29.6872
4.90001,1,32.1647
4.9,2,7.98826
4.90001,2,7.98826
4.9,3,41.6483
4.90001,3,41.6483
4.9,4,3.82174
4.90001,4,3.82174
5,0,18.2639
5.00001,0,24.9704
5,1,32.1647
5.00001,1,32.1647
5,2,7.98826
5.00001,2,7.98826
5,3,41.6483
5.00001,3,49.5555
5,4,3.82174
5.00001,4,1.22265
5.1,0,24.9704
5.10001,0,0.509884
5.1,1,32.1647
5.10001,1,32.1647
5.1,2,7.98826
5.10001,2,7.98826
5.1,3,49.5555
5.10001,3,49.5555
5.1,4,1.22265
5.10001,4,1.22265
5.2,0,0.509884
5.20001,0,4.88229
5.2,1,32.1647
5.20001,1,32.1647
5.2,2,7.98826
5.20001,2,7.98826
5.2,3,49.5555
5.20001,3,49.5555
5.2,4,1.22265
5.20001,4,1.22265
5.3,0,4.88229
5.30001,0,4.88229
5.3,1,32.1647
5.30001,1,32.1647
5.3,2,7.98826
5.30001,2,7.98826
5.3,3,49.5555
5.30001,3,52.2535
5.3,4,1.22265
5.30001,4,1.22265
5.4,0,4.88229
5.40001,0,4.88229
5.4,1,32.1647
5.40001,1,32.1647
5.4,2,7.98826
5.40001,2,7.98826
5.4,3,52.2535
5.40001,3,69.0849
5.4,4,1.22265
5.40001,4,1.22265
5.5,0,4.88229
5.50001,0,4.88229
5.5,1,32.1647
5.50001,1,32.1647
5.5,2,7.98826
5.50001,2,7.98826
5.5,3,69.0849
5.50001,3,62.3187
5.5,4,1.22265
5.50001,4,0
5.6,0,4.88229
5.60001,0,4.88229
5.6,1,32.1647
5.60001,1,25.6177
5.6,2,7.98826
5.60001,2,7.98826
5.6,3,62.3187
5.60001,3,62.3187
5.6,4,0
5.60001,4,0
5.7,0,4.88229
5.70001,0,0
5.7,1,25.6177
5.70001,1,25.6177
5.7,2,7.98826
5.70001,2,19.8521
5.7,3,62.3187
5.70001,3,62.3187
5.7,4,0
5.70001,4,0
5.8,0,0
5.80001,0,0
5.8,1,25.6177
5.80001,1,25.6177
5.8,2,19.8521
5.80001,2,19.8521
5.8,3,62.3187
5.80001,3,62.3187
5.8,4,0
5.80001,4,0
5.9,0,0
5.90001,0,0
5.9,1,25.6177
5.90001,1,47.6546
5.9,2,19.8521
5.90001,2,19.8521
5.9,3,62.3187
5.90001,3,62.3187
5.9,4,0
5.90001,4,0
6,0,0
6.00001,0,16.3541
6,1,47.6546
6.00001,1,47.6546
6,2,19.8521
6.00001,2,19.8521
6,3,62.3187
6.00001,3,62.3187
6,4,0
6.00001,4,0
6.1,0,16.3541
6.10001,0,16.3541
6.1,1,47.6546
6.10001,1,47.6546
6.1,2,19.8521
6.10001,2,19.8521
6.1,3,62.3187
6.10001,3,62.3187
6.1,4,0
6.10001,4,0
6.2,0,16.3541
6.20001,0,3.72649
6.2,1,47.6546
6.20001,1,30.3983
6.2,2,19.8521
6.20001,2,19.8521
6.2,3,62.3187
6.20001,3,62.3187
6.2,4,0
6.20001,4,0
6.3,0,3.72649
6.30001,0,0
6.3,1,30.3983
6.30001,1,30.3983
6.3,2,19.8521
6.30001,2,19.8521
6.3,3,62.3187
6.30001,3,62.3187
6.3,4,0
6.30001,4,0
6.4,0,0
6.40001,0,0
6.4,1,30.3983
6.40001,1,30.3983
6.4,2,19.8521
6.40001,2,19.8521
6.4,3,62.3187
6.40001,3,62.3187
6.4,4,0
6.40001,4,19.0232
6.5,0,0
6.50001,0,0
6.5,1,30.3983
6.50001,1,30.3983
6.5,2,19.8521
6.50001,2,19.8521
6.5,3,62.3187
6.50001,3,62.3187
6.5,4,19.0232
6.50001,4,19.0232
6.6,0,0
6.60001,0,0
6.6,1,30.3983
6.60001,1,52.0264
6.6,2,19.8521
6.60001,2,19.8521
6.6,3,62.3187
6.60001,3,75.7934
6.6,4,19.0232
6.60001,4,19.6398
6.7,0,0
6.70001,0,0
6.7,1,52.0264
6.70001,1,52.0264
6.7,2,19.8521
6.70001,2,19.8521
6.7,3,75.7934
6.70001,3,73.0057
6.7,4,19.6398
6.70001,4,21.13
6.8,0,0
6.80001,0,0
6.8,1,52.0264
6.80001,1,52.0264
6.8,2,19.8521
6.80001,2,19.8521
6.8,3,73.0057
6.80001,3,89.2582
6.8,4,21.13
6.80001,4,33.9265
6.9,0,0
6.90001,0,0
6.9,1,52.0264
6.90001,1,52.0264
6.9,2,19.8521
6.90001,2,19.8521
6.9,3,89.2582
6.90001,3,107.736
6.9,4,33.9265
6.90001,4,33.9265
7,0,0
7.00001,0,0
7,1,52.0264
7.00001,1,52.0264
7,2,19.8521
7.00001,2,19.8521
7,3,107.736
7.00001,3,107.736
7,4,33.9265
7.00001,4,33.9265
7.1,0,0
7.10001,0,0
7.1,1,52.0264
7.10001,1,46.5173
7.1,2,19.8521
7.10001,2,19.8521
7.1,3,107.736
7.10001,3,107.736
7.1,4,33.9265
7.10001,4,33.9265
7.2,0,0
7.20001,0,0
7.2,1,46.5173
7.20001,1,46.5173
7.2,2,19.8521
7.20001,2,4.76504
7.2,3,107.736
7.20001,3,107.736
7.2,4,33.9265
7.20001,4,33.9265
7.3,0,0
7.30001,0,0
7.3,1,46.5173
7.30001,1,46.5173
7.3,2,4.76504
7.30001,2,20.6135
7.3,3,107.736
7.30001,3,107.736
7.3,4,33.9265
7.30001,4,33.9265
7.4,0,0
7.40001,0,0.993525
7.4,1,46.5173
7.40001,1,41.7537
7.4,2,20.6135
7.40001,2,20.6135
7.4,3,107.736
7.40001,3,112.659
7.4,4,33.9265
7.40001,4,33.9265
7.5,0,0.993525
7.50001,0,0.993525
7.5,1,41.7537
7.50001,1,26.4183
7.5,2,20.6135
7.50001,2,20.6135
7.5,3,112.659
7.50001,3,92.6445
7.5,4,33.9265
7.50001,4,33.9265
7.6,0,0.993525
