simTime,MCCIndex,specWeatherModel,cloudCover,cloudHeight
21.5,0,57.1652,2,4.56933
21.50001,0,48.9077,2,1
21.5,1,10.85,1,2.82182
21.50001,1,0,0,1
21.5,2,19.7977,1,1.19633
21.50001,2,19.7977,1,1
21.5,3,0,0,1
21.50001,3,6.23632,1,1
21.5,4,4.765,1,1
21.50001,4,4.765,1,1
21.6,0,48.9077,2,1
21.60001,0,48.9077,2,1
21.6,1,0,0,1
21.60001,1,0,0,1
21.6,2,19.7977,1,1
21.60001,2,19.7977,1,1
21.6,3,6.23632,1,1
21.60001,3,6.23632,1,4.7874
21.6,4,4.765,1,1
21.60001,4,4.765,1,3.61293
21.7,0,48.9077,2,1
21.70001,0,48.9077,2,2.73084
21.7,1,0,0,1
21.70001,1,0,0,1
21.7,2,19.7977,1,1
21.70001,2,19.7977,1,2.16894
21.7,3,6.23632,1,4.7874
21.70001,3,6.23632,1,2.61124
21.7,4,4.765,1,3.61293
21.70001,4,1.5018,0,3.52575
21.8,0,48.9077,2,2.73084
21.80001,0,48.9077,2,1
21.8,1,0,0,1
21.80001,1,0,0,1
21.8,2,19.7977,1,2.16894
21.80001,2,19.7977,1,1
21.8,3,6.23632,1,2.61124
21.80001,3,6.23632,1,1
21.8,4,1.5018,0,3.52575
21.80001,4,0,0,1
21.9,0,48.9077,2,1
21.90001,0,61.835,2,1
21.9,1,0,0,1
21.90001,1,0,0,1.06442
21.9,2,19.7977,1,1
21.90001,2,22.3937,1,1
21.9,3,6.23632,1,1
21.90001,3,6.23632,1,1.4228
21.9,4,0,0,1
21.90001,4,0,0,1
22,0,61.835,2,1
22.00001,0,55.8281,2,1
22,1,0,0,1.06442
22.00001,1,1.01329,0,2.84025
22,2,22.3937,1,1
22.00001,2,22.3937,1,1
22,3,6.23632,1,1.4228
22.00001,3,12.5639,1,2.82804
22,4,0,0,1
22.00001,4,0,0,4.72053
22.1,0,55.8281,2,1
22.10001,0,42.4453,2,3.9876
22.1,1,1.01329,0,2.84025
22.10001,1,1.01329,0,1
22.1,2,22.3937,1,1
22.10001,2,22.3937,1,3.09343
22.1,3,12.5639,1,2.82804
22.10001,3,2.83839,0,4.2744
22.1,4,0,0,4.72053
22.10001,4,9.3174,1,4.44811
22.2,0,42.4453,2,3.9876
22.20001,0,42.4453,2,1
22.2,1,1.01329,0,1
22.20001,1,0,0,1
22.2,2,22.3937,1,3.09343
22.20001,2,22.3937,1,1
22.2,3,2.83839,0,4.2744
22.20001,3,0,0,1.49131
22.2,4,9.3174,1,4.44811
22.20001,4,9.3174,1,1
22.3,0,42.4453,2,1
22.30001,0,42.4453,2,1
22.3,1,0,0,1
22.30001,1,0,0,1
22.3,2,22.3937,1,1
22.30001,2,28.7612,2,1
22.3,3,0,0,1.49131
22.30001,3,0,0,1.49266
22.3,4,9.3174,1,1
22.30001,4,9.3174,1,2.71176
22.4,0,42.4453,2,1
22.40001,0,31.9343,2,1
22.4,1,0,0,1
22.40001,1,0,0,3.45923
22.4,2,28.7612,2,1
22.40001,2,12.5976,1,1
22.4,3,0,0,1.49266
22.40001,3,0,0,1.41678
22.4,4,9.3174,1,2.71176
22.40001,4,9.3174,1,2.19737
22.5,0,31.9343,2,1
22.50001,0,31.9343,2,4.67259
22.5,1,0,0,3.45923
22.50001,1,0,0,3.61967
22.5,2,12.5976,1,1
22.50001,2,12.5976,1,1
22.5,3,0,0,1.41678
22.50001,3,0,0,2.96885
22.5,4,9.3174,1,2.19737
22.50001,4,10.3049,1,1
22.6,0,31.9343,2,4.67259
22.60001,0,16.0403,1,1
22.6,1,0,0,3.61967
22.60001,1,0,0,2.04562
22.6,2,12.5976,1,1
22.60001,2,12.5976,1,1
22.6,3,0,0,2.96885
22.60001,3,0,0,3.52597
22.6,4,10.3049,1,1
22.60001,4,10.3049,1,3.58842
22.7,0,16.0403,1,1
22.70001,0,16.0403,1,1
22.7,1,0,0,2.04562
22.70001,1,5.09252,1,4.87326
22.7,2,12.5976,1,1
22.70001,2,18.2349,1,1.78159
22.7,3,0,0,3.52597
22.70001,3,0,0,2.82978
22.7,4,10.3049,1,3.58842
22.70001,4,10.3049,1,1.77868
22.8,0,16.0403,1,1
22.80001,0,16.0403,1,2.13767
22.8,1,5.09252,1,4.87326
22.80001,1,5.09252,1,1
22.8,2,18.2349,1,1.78159
22.80001,2,18.2349,1,3.3489
22.8,3,0,0,2.82978
22.80001,3,0,0,4.60916
22.8,4,10.3049,1,1.77868
22.80001,4,7.36964,1,1
22.9,0,16.0403,1,2.13767
22.90001,0,16.0403,1,1
22.9,1,5.09252,1,1
22.90001,1,10.6023,1,1
22.9,2,18.2349,1,3.3489
22.90001,2,18.2349,1,2.01342
22.9,3,0,0,4.60916
22.90001,3,0,0,1
22.9,4,7.36964,1,1
22.90001,4,7.36964,1,2.29354
23,0,16.0403,1,1
23.00001,0,16.0403,1,1
23,1,10.6023,1,1
23.00001,1,10.6023,1,2.60843
23,2,18.2349,1,2.01342
23.00001,2,18.2349,1,1
23,3,0,0,1
23.00001,3,0,0,1
23,4,7.36964,1,2.29354
23.00001,4,7.36964,1,2.76869
23.1,0,16.0403,1,1
23.10001,0,19.5531,1,1
23.1,1,10.6023,1,2.60843
23.10001,1,10.6023,1,2.01239
23.1,2,18.2349,1,1
23.10001,2,18.2349,1,1
23.1,3,0,0,1
23.10001,3,0,0,1
23.1,4,7.36964,1,2.76869
23.10001,4,7.36964,1,1
23.2,0,19.5531,1,1
23.20001,0,19.5531,1,1
23.2,1,10.6023,1,2.01239
23.20001,1,10.6023,1,1.97308
23.2,2,18.2349,1,1
23.20001,2,18.2349,1,1
23.2,3,0,0,1
23.20001,3,0,0,3.14124
23.2,4,7.36964,1,1
23.20001,4,7.36964,1,3.434
23.3,0,19.5531,1,1
23.30001,0,19.5531,1,2.13927
23.3,1,10.6023,1,1.97308
23.30001,1,3.13909,1,2.23237
23.3,2,18.2349,1,1
23.30001,2,20.3203,1,2.04875
23.3,3,0,0,3.14124
23.30001,3,0,0,3.19673
23.3,4,7.36964,1,3.434
23.30001,4,2.06625,0,1
23.4,0,19.5531,1,2.13927
23.40001,0,19.5531,1,1
23.4,1,3.13909,1,2.23237
23.40001,1,3.13909,1,1
23.4,2,20.3203,1,2.04875
23.40001,2,26.4781,2,1
23.4,3,0,0,3.19673
23.40001,3,0,0,1
23.4,4,2.06625,0,1
23.40001,4,14.4606,1,1
23.5,0,19.5531,1,1
23.50001,0,21.7706,1,4.59142
23.5,1,3.13909,1,1
23.50001,1,3.13909,1,1
23.5,2,26.4781,2,1
23.50001,2,26.4781,2,3.16221
23.5,3,0,0,1
23.50001,3,0,0,4.29863
23.5,4,14.4606,1,1
23.50001,4,14.4606,1,4.84652
23.6,0,21.7706,1,4.59142
23.60001,0,32.9666,2,1
23.6,1,3.13909,1,1
23.60001,1,3.13909,1,1.13871
23.6,2,26.4781,2,3.16221
23.60001,2,26.4781,2,1
23.6,3,0,0,4.29863
23.60001,3,0,0,1.59416
23.6,4,14.4606,1,4.84652
23.60001,4,15.7186,1,1
23.7,0,32.9666,2,1
23.70001,0,32.9666,2,1
23.7,1,3.13909,1,1.13871
23.70001,1,3.13909,1,1
23.7,2,26.4781,2,1
23.70001,2,26.4781,2,1
23.7,3,0,0,1.59416
23.70001,3,0,0,1.54283
23.7,4,15.7186,1,1
23.70001,4,15.7186,1,3.28773
23.8,0,32.9666,2,1
23.80001,0,25.3995,2,3.4834
23.8,1,3.13909,1,1
23.80001,1,0,0,1
23.8,2,26.4781,2,1
23.80001,2,37.127,2,1
23.8,3,0,0,1.54283
23.80001,3,0,0,1
23.8,4,15.7186,1,3.28773
23.80001,4,0,0,3.03691
23.9,0,25.3995,2,3.4834
23.90001,0,18.4621,1,1
23.9,1,0,0,1
23.90001,1,0,0,1
23.9,2,37.127,2,1
23.90001,2,37.127,2,1
23.9,3,0,0,1
23.90001,3,0,0,1
23.9,4,0,0,3.03691
23.90001,4,0,0,1
24,0,18.4621,1,1
24.00001,0,18.4621,1,1
24,1,0,0,1
24.00001,1,0,0,2.06368
24,2,37.127,2,1
24.00001,2,37.127,2,1
24,3,0,0,1
24.00001,3,0,0,1
24,4,0,0,1
24.00001,4,0,0,2.13032
24.1,0,18.4621,1,1
24.10001,0,18.4621,1,1
24.1,1,0,0,2.06368
24.10001,1,0,0,2.84457
24.1,2,37.127,2,1
24.10001,2,37.127,2,1
24.1,3,0,0,1
24.10001,3,0,0,4.74391
24.1,4,0,0,2.13032
24.10001,4,0,0,1
24.2,0,18.4621,1,1
24.20001,0,18.4621,1,1
24.2,1,0,0,2.84457
24.20001,1,0,0,4.50032
24.2,2,37.127,2,1
24.20001,2,37.127,2,1
24.2,3,0,0,4.74391
24.20001,3,0,0,1
24.2,4,0,0,1
24.20001,4,0,0,1
24.3,0,18.4621,1,1
24.30001,0,14.4364,1,1
24.3,1,0,0,4.50032
24.30001,1,0,0,4.09312
24.3,2,37.127,2,1
24.30001,2,24.7831,1,2.39535
24.3,3,0,0,1
24.30001,3,0,0,1.53546
24.3,4,0,0,1
24.30001,4,0,0,1
24.4,0,14.4364,1,1
24.40001,0,9.37942,1,1
24.4,1,0,0,4.09312
24.40001,1,14.5486,1,4.38849
24.4,2,24.7831,1,2.39535
24.40001,2,24.7831,1,1
24.4,3,0,0,1.53546
24.40001,3,0,0,1
24.4,4,0,0,1
24.40001,4,0,0,1
24.5,0,9.37942,1,1
24.50001,0,15.6652,1,4.27212
24.5,1,14.5486,1,4.38849
24.50001,1,0,0,1
24.5,2,24.7831,1,1
24.50001,2,24.7831,1,3.12254
24.5,3,0,0,1
24.50001,3,0,0,4.66651
24.5,4,0,0,1
24.50001,4,0,0,4.97584
24.6,0,15.6652,1,4.27212
24.60001,0,15.6652,1,3.71103
24.6,1,0,0,1
24.60001,1,0,0,1
24.6,2,24.7831,1,3.12254
24.60001,2,24.7831,1,1
24.6,3,0,0,4.66651
24.60001,3,4.53715,1,1.48576
24.6,4,0,0,4.97584
24.60001,4,0,0,1
24.7,0,15.6652,1,3.71103
24.70001,0,30.2224,2,2.59282
24.7,1,0,0,1
24.70001,1,0,0,2.00726
24.7,2,24.7831,1,1
24.70001,2,24.7831,1,1
24.7,3,4.53715,1,1.48576
24.70001,3,4.73009,1,1
24.7,4,0,0,1
24.70001,4,0,0,1
24.8,0,30.2224,2,2.59282
24.80001,0,30.2224,2,1.42352
24.8,1,0,0,2.00726
24.80001,1,9.99234,1,2.03499
24.8,2,24.7831,1,1
24.80001,2,24.7831,1,1
24.8,3,4.73009,1,1
24.80001,3,0,0,1
24.8,4,0,0,1
24.80001,4,0,0,1
24.9,0,30.2224,2,1.42352
24.90001,0,30.2224,2,1
24.9,1,9.99234,1,2.03499
24.90001,1,9.99234,1,4.8934
24.9,2,24.7831,1,1
24.90001,2,24.7831,1,4.25566
24.9,3,0,0,1
24.90001,3,0,0,2.16103
24.9,4,0,0,1
24.90001,4,8.01156,1,1
25,0,30.2224,2,1
25.00001,0,19.9293,1,1
25,1,9.99234,1,4.8934
25.00001,1,9.99234,1,1
25,2,24.7831,1,4.25566
25.00001,2,24.7831,1,4.02632
25,3,0,0,2.16103
25.00001,3,0,0,1
25,4,8.01156,1,1
25.00001,4,8.01156,1,1
25.1,0,19.9293,1,1
25.10001,0,19.9293,1,1
25.1,1,9.99234,1,1
25.10001,1,9.99234,1,3.2273
25.1,2,24.7831,1,4.02632
25.10001,2,24.7831,1,3.65144
25.1,3,0,0,1
25.10001,3,0,0,1
25.1,4,8.01156,1,1
25.10001,4,0,0,1
25.2,0,19.9293,1,1
25.20001,0,21.2439,1,1
25.2,1,9.99234,1,3.2273
25.20001,1,9.99234,1,1
25.2,2,24.7831,1,3.65144
25.20001,2,24.7831,1,1
25.2,3,0,0,1
25.20001,3,0,0,1
25.2,4,0,0,1
25.20001,4,0,0,3.11946
25.3,0,21.2439,1,1
25.30001,0,21.2439,1,3.81897
25.3,1,9.99234,1,1
25.30001,1,9.99234,1,1
25.3,2,24.7831,1,1
25.30001,2,24.7831,1,1
25.3,3,0,0,1
25.30001,3,0,0,1
25.3,4,0,0,3.11946
25.30001,4,1.09952,0,1
25.4,0,21.2439,1,3.81897
25.40001,0,21.2439,1,1
25.4,1,9.99234,1,1
25.40001,1,21.3513,1,1
25.4,2,24.7831,1,1
25.40001,2,24.7831,1,2.20823
25.4,3,0,0,1
25.40001,3,0,0,1.01441
25.4,4,1.09952,0,1
25.40001,4,13.1711,1,4.76258
25.5,0,21.2439,1,1
25.50001,0,21.2439,1,1
25.5,1,21.3513,1,1
25.50001,1,21.3513,1,1.83465
25.5,2,24.7831,1,2.20823
25.50001,2,24.7831,1,1
25.5,3,0,0,1.01441
25.50001,3,0,0,4.85105
25.5,4,13.1711,1,4.76258
25.50001,4,13.1711,1,1
25.6,0,21.2439,1,1
25.60001,0,21.2439,1,4.36617
25.6,1,21.3513,1,1.83465
25.60001,1,21.3513,1,1
25.6,2,24.7831,1,1
25.60001,2,29.3873,2,1
25.6,3,0,0,4.85105
25.60001,3,0,0,2.33014
25.6,4,13.1711,1,1
25.60001,4,13.1711,1,1
25.7,0,21.2439,1,4.36617
25.70001,0,14.2611,1,1
25.7,1,21.3513,1,1
25.70001,1,11.6488,1,1
25.7,2,29.3873,2,1
25.70001,2,29.3873,2,2.19089
25.7,3,0,0,2.33014
25.70001,3,0,0,1
25.7,4,13.1711,1,1
25.70001,4,13.1711,1,1
25.8,0,14.2611,1,1
25.80001,0,14.2611,1,3.58777
25.8,1,11.6488,1,1
25.80001,1,11.6488,1,2.08817
25.8,2,29.3873,2,2.19089
25.80001,2,29.3873,2,1
25.8,3,0,0,1
25.80001,3,0,0,1
25.8,4,13.1711,1,1
25.80001,4,13.1711,1,4.8204
25.9,0,14.2611,1,3.58777
25.90001,0,14.2611,1,1.67715
25.9,1,11.6488,1,2.08817
25.90001,1,11.6488,1,2.94578
25.9,2,29.3873,2,1
25.90001,2,26.939,2,1
25.9,3,0,0,1
25.90001,3,0,0,2.55592
25.9,4,13.1711,1,4.8204
25.90001,4,13.1711,1,1
26,0,14.2611,1,1.67715
26.00001,0,27.337,2,4.9189
26,1,11.6488,1,2.94578
26.00001,1,11.6488,1,4.04846
26,2,26.939,2,1
26.00001,2,26.939,2,1
26,3,0,0,2.55592
26.00001,3,0,0,4.26118
26,4,13.1711,1,1
26.00001,4,13.1711,1,1
26.1,0,27.337,2,4.9189
26.10001,0,9.61488,1,1.85477
26.1,1,11.6488,1,4.04846
26.10001,1,5.87574,1,1.47771
26.1,2,26.939,2,1
26.10001,2,26.939,2,1
26.1,3,0,0,4.26118
26.10001,3,5.05649,1,1
26.1,4,13.1711,1,1
26.10001,4,26.4731,2,1
26.2,0,9.61488,1,1.85477
26.20001,0,9.61488,1,1
26.2,1,5.87574,1,1.47771
26.20001,1,5.87574,1,1
26.2,2,26.939,2,1
26.20001,2,26.939,2,1
26.2,3,5.05649,1,1
26.20001,3,5.05649,1,1.31629
26.2,4,26.4731,2,1
26.20001,4,35.4249,2,4.60255
26.3,0,9.61488,1,1
26.30001,0,14.8649,1,1
26.3,1,5.87574,1,1
26.30001,1,5.87574,1,1
26.3,2,26.939,2,1
26.30001,2,18.6715,1,4.41339
26.3,3,5.05649,1,1.31629
26.30001,3,5.05649,1,4.49938
26.3,4,35.4249,2,4.60255
26.30001,4,25.928,2,4.62675
26.4,0,14.8649,1,1
26.40001,0,14.8649,1,2.78172
26.4,1,5.87574,1,1
26.40001,1,5.87574,1,1
26.4,2,18.6715,1,4.41339
26.40001,2,18.6715,1,1
26.4,3,5.05649,1,4.49938
26.40001,3,5.05649,1,1
26.4,4,25.928,2,4.62675
26.40001,4,25.928,2,1
26.5,0,14.8649,1,2.78172
26.50001,0,14.8649,1,4.7499
26.5,1,5.87574,1,1
26.50001,1,5.87574,1,1
26.5,2,18.6715,1,1
26.50001,2,18.6715,1,2.49743
26.5,3,5.05649,1,1
26.50001,3,8.0657,1,1
26.5,4,25.928,2,1
26.50001,4,38.4977,2,1
26.6,0,14.8649,1,4.7499
26.60001,0,23.4961,1,1
26.6,1,5.87574,1,1
26.60001,1,5.87574,1,1
26.6,2,18.6715,1,2.49743
26.60001,2,18.6715,1,3.63594
26.6,3,8.0657,1,1
26.60001,3,8.0657,1,1
26.6,4,38.4977,2,1
26.60001,4,47.0701,2,1
26.7,0,23.4961,1,1
26.70001,0,12.1427,1,1
26.7,1,5.87574,1,1
26.70001,1,5.87574,1,1
26.7,2,18.6715,1,3.63594
26.70001,2,18.6715,1,1
26.7,3,8.0657,1,1
26.70001,3,8.0657,1,1
26.7,4,47.0701,2,1
26.70001,4,47.0701,2,1
26.8,0,12.1427,1,1
26.80001,0,12.1427,1,1
26.8,1,5.87574,1,1
26.80001,1,5.87574,1,1
26.8,2,18.6715,1,1
26.80001,2,22.6284,1,1.50432
26.8,3,8.0657,1,1
26.80001,3,8.0657,1,1
26.8,4,47.0701,2,1
26.80001,4,38.2419,2,1
26.9,0,12.1427,1,1
26.90001,0,12.1427,1,4.35302
26.9,1,5.87574,1,1
26.90001,1,5.87574,1,1
26.9,2,22.6284,1,1.50432
26.90001,2,22.6284,1,1
26.9,3,8.0657,1,1
26.90001,3,2.75797,0,1
26.9,4,38.2419,2,1
26.90001,4,49.2987,2,1
27,0,12.1427,1,4.35302
27.00001,0,12.1427,1,1
27,1,5.87574,1,1
27.00001,1,5.87574,1,1
27,2,22.6284,1,1
27.00001,2,22.6284,1,1
27,3,2.75797,0,1
27.00001,3,2.75797,0,1
27,4,49.2987,2,1
27.00001,4,49.2987,2,2.18631
27.1,0,12.1427,1,1
27.10001,0,12.1427,1,1
27.1,1,5.87574,1,1
27.10001,1,5.87574,1,1
27.1,2,22.6284,1,1
27.10001,2,16.0168,1,1
27.1,3,2.75797,0,1
27.10001,3,2.75797,0,1
27.1,4,49.2987,2,2.18631
27.10001,4,33.4382,2,1
27.2,0,12.1427,1,1
27.20001,0,12.1427,1,1
27.2,1,5.87574,1,1
27.20001,1,5.87574,1,4.21868
27.2,2,16.0168,1,1
27.20001,2,16.0168,1,2.16795
27.2,3,2.75797,0,1
27.20001,3,2.75797,0,1
27.2,4,33.4382,2,1
27.20001,4,33.4382,2,1
27.3,0,12.1427,1,1
27.30001,0,12.1427,1,1
27.3,1,5.87574,1,4.21868
27.30001,1,5.87574,1,4.35863
27.3,2,16.0168,1,2.16795
27.30001,2,16.0168,1,1
27.3,3,2.75797,0,1
27.30001,3,0,0,1
27.3,4,33.4382,2,1
27.30001,4,32.631,2,1.40354
27.4,0,12.1427,1,1
27.40001,0,12.1427,1,1
27.4,1,5.87574,1,4.35863
27.40001,1,5.87574,1,1
27.4,2,16.0168,1,1
27.40001,2,16.0168,1,1
27.4,3,0,0,1
27.40001,3,0,0,1
27.4,4,32.631,2,1.40354
27.40001,4,32.631,2,1
27.5,0,12.1427,1,1
27.50001,0,12.1427,1,3.97543
27.5,1,5.87574,1,1
27.50001,1,0,0,2.79744
27.5,2,16.0168,1,1
27.50001,2,16.0168,1,1
27.5,3,0,0,1
27.50001,3,0,0,1
27.5,4,32.631,2,1
27.50001,4,32.631,2,1
27.6,0,12.1427,1,3.97543
27.60001,0,12.1427,1,1.68234
27.6,1,0,0,2.79744
27.60001,1,7.00849,1,1
27.6,2,16.0168,1,1
27.60001,2,16.0168,1,1
27.6,3,0,0,1
27.60001,3,14.9491,1,1
27.6,4,32.631,2,1
27.60001,4,32.631,2,3.97957
27.7,0,12.1427,1,1.68234
27.70001,0,12.1427,1,3.744
27.7,1,7.00849,1,1
27.70001,1,11.1059,1,1
27.7,2,16.0168,1,1
27.70001,2,16.0168,1,2.21519
27.7,3,14.9491,1,1
27.70001,3,11.2784,1,1
27.7,4,32.631,2,3.97957
27.70001,4,32.631,2,4.71678
27.8,0,12.1427,1,3.744
27.80001,0,12.1427,1,1
27.8,1,11.1059,1,1
27.80001,1,11.1059,1,1
27.8,2,16.0168,1,2.21519
27.80001,2,22.1839,1,1
27.8,3,11.2784,1,1
27.80001,3,11.2784,1,1.19272
27.8,4,32.631,2,4.71678
27.80001,4,32.631,2,1.85001
27.9,0,12.1427,1,1
27.90001,0,12.1427,1,2.26227
27.9,1,11.1059,1,1
27.90001,1,11.1059,1,1
27.9,2,22.1839,1,1
27.90001,2,22.5108,1,1
27.9,3,11.2784,1,1.19272
27.90001,3,11.2784,1,1
27.9,4,32.631,2,1.85001
27.90001,4,30.5379,2,3.87889
28,0,12.1427,1,2.26227
28.00001,0,12.1427,1,1
28,1,11.1059,1,1
28.00001,1,11.1059,1,1
28,2,22.5108,1,1
28.00001,2,22.5108,1,1
28,3,11.2784,1,1
28.00001,3,12.0753,1,1
28,4,30.5379,2,3.87889
28.00001,4,18.8636,1,1
28.1,0,12.1427,1,1
28.10001,0,12.1427,1,1
28.1,1,11.1059,1,1
28.10001,1,11.1059,1,1.48313
28.1,2,22.5108,1,1
28.10001,2,22.5108,1,1
28.1,3,12.0753,1,1
28.10001,3,0,0,2.14327
28.1,4,18.8636,1,1
28.10001,4,18.8636,1,3.75492
28.2,0,12.1427,1,1
28.20001,0,12.1427,1,1.02229
28.2,1,11.1059,1,1.48313
28.20001,1,11.1059,1,3.10447
28.2,2,22.5108,1,1
28.20001,2,25.5211,2,1
28.2,3,0,0,2.14327
28.20001,3,0,0,1
28.2,4,18.8636,1,3.75492
28.20001,4,18.8636,1,1
28.3,0,12.1427,1,1.02229
28.30001,0,0,0,1.05712
28.3,1,11.1059,1,3.10447
28.30001,1,0,0,1
28.3,2,25.5211,2,1
28.30001,2,40.1283,2,1.8764
28.3,3,0,0,1
28.30001,3,6.67988,1,1
28.3,4,18.8636,1,1
28.30001,4,18.8636,1,1
28.4,0,0,0,1.05712
28.40001,0,0,0,3.5446
28.4,1,0,0,1
28.40001,1,0,0,1.93087
28.4,2,40.1283,2,1.8764
28.40001,2,40.1283,2,3.81295
28.4,3,6.67988,1,1
28.40001,3,0.329126,0,1
28.4,4,18.8636,1,1
28.40001,4,18.8636,1,1
28.5,0,0,0,3.5446
28.50001,0,0,0,4.14863
28.5,1,0,0,1.93087
28.50001,1,0,0,1
28.5,2,40.1283,2,3.81295
28.50001,2,40.0743,2,1
28.5,3,0.329126,0,1
28.50001,3,0.329126,0,2.66617
28.5,4,18.8636,1,1
28.50001,4,24.8798,1,1
28.6,0,0,0,4.14863
28.60001,0,0,0,1
28.6,1,0,0,1
28.60001,1,0,0,1.73246
28.6,2,40.0743,2,1
28.60001,2,36.0007,2,4.7822
28.6,3,0.329126,0,2.66617
28.60001,3,0.329126,0,1
28.6,4,24.8798,1,1
28.60001,4,21.7354,1,1
28.7,0,0,0,1
28.70001,0,0,0,1
28.7,1,0,0,1.73246
28.70001,1,0,0,1
28.7,2,36.0007,2,4.7822
28.70001,2,36.0007,2,1
28.7,3,0.329126,0,1
28.70001,3,0.329126,0,3.03237
28.7,4,21.7354,1,1
28.70001,4,21.7354,1,2.20557
28.8,0,0,0,1
28.80001,0,0,0,1
28.8,1,0,0,1
28.80001,1,0,0,1
28.8,2,36.0007,2,1
28.80001,2,17.7404,1,3.94977
28.8,3,0.329126,0,3.03237
28.80001,3,0.329126,0,2.6469
28.8,4,21.7354,1,2.20557
28.80001,4,21.7354,1,2.33206
28.9,0,0,0,1
28.90001,0,0,0,4.72912
28.9,1,0,0,1
28.90001,1,2.17159,0,1
28.9,2,17.7404,1,3.94977
28.90001,2,17.7404,1,1
28.9,3,0.329126,0,2.6469
28.90001,3,0.329126,0,4.63217
28.9,4,21.7354,1,2.33206
28.90001,4,2.80974,0,1
29,0,0,0,4.72912
29.00001,0,0,0,1.94158
29,1,2.17159,0,1
29.00001,1,2.17159,0,4.82796
29,2,17.7404,1,1
29.00001,2,17.7404,1,1
29,3,0.329126,0,4.63217
29.00001,3,12.7159,1,4.11688
29,4,2.80974,0,1
29.00001,4,0,0,1
29.1,0,0,0,1.94158
29.10001,0,0,0,3.85207
29.1,1,2.17159,0,4.82796
29.10001,1,2.17159,0,1
29.1,2,17.7404,1,1
29.10001,2,17.7404,1,1
29.1,3,12.7159,1,4.11688
29.10001,3,9.57877,1,4.22663
29.1,4,0,0,1
29.10001,4,0,0,1
29.2,0,0,0,3.85207
29.20001,0,0,0,1
29.2,1,2.17159,0,1
29.20001,1,2.17159,0,1
29.2,2,17.7404,1,1
29.20001,2,17.7404,1,1
29.2,3,9.57877,1,4.22663
29.20001,3,9.57877,1,3.28809
29.2,4,0,0,1
29.20001,4,0,0,1
29.3,0,0,0,1
29.30001,0,12.3157,1,1
29.3,1,2.17159,0,1
29.30001,1,2.17159,0,1
29.3,2,17.7404,1,1
29.30001,2,17.7404,1,1.22185
29.3,3,9.57877,1,3.28809
29.30001,3,9.57877,1,1
29.3,4,0,0,1
29.30001,4,0,0,1
29.4,0,12.3157,1,1
29.40001,0,12.3157,1,1
29.4,1,2.17159,0,1
29.40001,1,2.17159,0,1
29.4,2,17.7404,1,1.22185
29.40001,2,17.7404,1,1
29.4,3,9.57877,1,1
29.40001,3,9.57877,1,1
29.4,4,0,0,1
29.40001,4,0,0,1
29.5,0,12.3157,1,1
29.50001,0,12.3157,1,1
29.5,1,2.17159,0,1
29.50001,1,0,0,4.91347
29.5,2,17.7404,1,1
29.50001,2,17.7404,1,3.32637
29.5,3,9.57877,1,1
29.50001,3,9.57877,1,2.40593
29.5,4,0,0,1
29.50001,4,0,0,1
29.6,0,12.3157,1,1
29.60001,0,12.3157,1,2.60744
29.6,1,0,0,4.91347
29.60001,1,0,0,4.48837
29.6,2,17.7404,1,3.32637
29.60001,2,17.7404,1,4.11628
29.6,3,9.57877,1,2.40593
29.60001,3,9.57877,1,4.54326
29.6,4,0,0,1
29.60001,4,0,0,1
29.7,0,12.3157,1,2.60744
29.70001,0,12.3157,1,1
29.7,1,0,0,4.48837
29.70001,1,0,0,1.2367
29.7,2,17.7404,1,4.11628
29.70001,2,17.7404,1,1
29.7,3,9.57877,1,4.54326
29.70001,3,24.2791,1,1
29.7,4,0,0,1
29.70001,4,0,0,2.70318
29.8,0,12.3157,1,1
29.80001,0,0,0,2.96397
29.8,1,0,0,1.2367
29.80001,1,2.51529,0,1.64543
29.8,2,17.7404,1,1
29.80001,2,17.7404,1,1
29.8,3,24.2791,1,1
29.80001,3,24.2791,1,1.0437
29.8,4,0,0,2.70318
29.80001,4,0,0,2.79345
29.9,0,0,0,2.96397
29.90001,0,0,0,4.14971
29.9,1,2.51529,0,1.64543
29.90001,1,0,0,1
29.9,2,17.7404,1,1
29.90001,2,17.7404,1,2.05251
29.9,3,24.2791,1,1.0437
29.90001,3,24.2791,1,4.00594
29.9,4,0,0,2.79345
29.90001,4,0,0,1.82874
30,0,0,0,4.14971
30.00001,0,0,0,1
30,1,0,0,1
30.00001,1,0,0,2.64933
30,2,17.7404,1,2.05251
30.00001,2,17.7404,1,1
30,3,24.2791,1,4.00594
30.00001,3,35.2168,2,1
30,4,0,0,1.82874
30.00001,4,0,0,3.83058
30.1,0,0,0,1
30.10001,0,0,0,2.79179
30.1,1,0,0,2.64933
30.10001,1,0,0,1
30.1,2,17.7404,1,1
30.10001,2,26.7885,2,4.86776
30.1,3,35.2168,2,1
30.10001,3,49.9496,2,1.62292
30.1,4,0,0,3.83058
30.10001,4,0,0,1
30.2,0,0,0,2.79179
30.20001,0,3.42329,1,4.63741
30.2,1,0,0,1
30.20001,1,0,0,1
30.2,2,26.7885,2,4.86776
30.20001,2,10.3784,1,1
30.2,3,49.9496,2,1.62292
30.20001,3,49.9496,2,1
30.2,4,0,0,1
30.20001,4,0,0,1
30.3,0,3.42329,1,4.63741
30.30001,0,3.42329,1,3.65945
30.3,1,0,0,1
30.30001,1,0,0,1
30.3,2,10.3784,1,1
