simTime,MCCIndex,specWeatherModel,cloudCover
11.10001,2,34.3469,2
11.1,3,12.9929,1
11.10001,3,0,0
11.1,4,46.0654,2
11.10001,4,46.0654,2
11.2,0,23.1654,1
11.20001,0,23.1654,1
11.2,1,1.87744,0
11.20001,1,0,0
11.2,2,34.3469,2
11.20001,2,34.3469,2
11.2,3,0,0
11.20001,3,0,0
11.2,4,46.0654,2
11.20001,4,46.0654,2
11.3,0,23.1654,1
11.30001,0,23.1654,1
11.3,1,0,0
11.30001,1,0,0
11.3,2,34.3469,2
11.30001,2,34.3469,2
11.3,3,0,0
11.30001,3,0,0
11.3,4,46.0654,2
11.30001,4,46.0654,2
11.4,0,23.1654,1
11.40001,0,26.3165,2
11.4,1,0,0
11.40001,1,0,0
11.4,2,34.3469,2
11.40001,2,34.3469,2
11.4,3,0,0
11.40001,3,0,0
11.4,4,46.0654,2
11.40001,4,33.36,2
11.5,0,26.3165,2
11.50001,0,26.3165,2
11.5,1,0,0
11.50001,1,10.7484,1
11.5,2,34.3469,2
11.50001,2,36.8737,2
11.5,3,0,0
11.50001,3,0,0
11.5,4,33.36,2
11.50001,4,33.36,2
11.6,0,26.3165,2
11.60001,0,24.2448,1
11.6,1,10.7484,1
11.60001,1,10.7484,1
11.6,2,36.8737,2
11.60001,2,36.8737,2
11.6,3,0,0
11.60001,3,0,0
11.6,4,33.36,2
11.60001,4,33.36,2
11.7,0,24.2448,1
11.70001,0,10.7838,1
11.7,1,10.7484,1
11.70001,1,10.7484,1
11.7,2,36.8737,2
11.70001,2,36.8737,2
11.7,3,0,0
11.70001,3,7.3062,1
11.7,4,33.36,2
11.70001,4,33.36,2
11.8,0,10.7838,1
11.80001,0,15.6237,1
11.8,1,10.7484,1
11.80001,1,18.8027,1
11.8,2,36.8737,2
11.80001,2,36.8737,2
11.8,3,7.3062,1
11.80001,3,13.3041,1
11.8,4,33.36,2
11.80001,4,40.1859,2
11.9,0,15.6237,1
11.90001,0,15.6237,1
11.9,1,18.8027,1
11.90001,1,18.8027,1
11.9,2,36.8737,2
11.90001,2,36.8737,2
11.9,3,13.3041,1
11.90001,3,13.3041,1
11.9,4,40.1859,2
11.90001,4,40.1859,2
12,0,15.6237,1
12.00001,0,15.6237,1
12,1,18.8027,1
12.00001,1,18.8027,1
12,2,36.8737,2
12.00001,2,36.8737,2
12,3,13.3041,1
12.00001,3,13.3041,1
12,4,40.1859,2
12.00001,4,23.2159,1
12.1,0,15.6237,1
12.10001,0,15.6237,1
12.1,1,18.8027,1
12.10001,1,18.8027,1
12.1,2,36.8737,2
12.10001,2,42.3625,2
12.1,3,13.3041,1
12.10001,3,13.3041,1
12.1,4,23.2159,1
12.10001,4,23.2159,1
12.2,0,15.6237,1
12.20001,0,15.6237,1
12.2,1,18.8027,1
12.20001,1,18.8027,1
12.2,2,42.3625,2
12.20001,2,42.3625,2
12.2,3,13.3041,1
12.20001,3,14.138,1
12.2,4,23.2159,1
12.20001,4,23.2159,1
12.3,0,15.6237,1
12.30001,0,26.1791,2
12.3,1,18.8027,1
12.30001,1,18.8027,1
12.3,2,42.3625,2
12.30001,2,37.062,2
12.3,3,14.138,1
12.30001,3,25.4384,2
12.3,4,23.2159,1
12.30001,4,23.2159,1
12.4,0,26.1791,2
12.40001,0,13.3915,1
12.4,1,18.8027,1
12.40001,1,18.8027,1
12.4,2,37.062,2
12.40001,2,42.6437,2
12.4,3,25.4384,2
12.40001,3,16.5118,1
12.4,4,23.2159,1
12.40001,4,23.2159,1
12.5,0,13.3915,1
12.50001,0,13.3915,1
12.5,1,18.8027,1
12.50001,1,32.2995,2
12.5,2,42.6437,2
12.50001,2,42.6437,2
12.5,3,16.5118,1
12.50001,3,16.5118,1
12.5,4,23.2159,1
12.50001,4,9.33362,1
12.6,0,13.3915,1
12.60001,0,13.3915,1
12.6,1,32.2995,2
12.60001,1,40.3997,2
12.6,2,42.6437,2
12.60001,2,42.6437,2
12.6,3,16.5118,1
12.60001,3,16.5118,1
12.6,4,9.33362,1
12.60001,4,17.2365,1
12.7,0,13.3915,1
12.70001,0,13.3915,1
12.7,1,40.3997,2
12.70001,1,46.1838,2
12.7,2,42.6437,2
12.70001,2,50.3672,2
12.7,3,16.5118,1
12.70001,3,0,0
12.7,4,17.2365,1
12.70001,4,14.3698,1
12.8,0,13.3915,1
12.80001,0,13.3915,1
12.8,1,46.1838,2
12.80001,1,46.1838,2
12.8,2,50.3672,2
12.80001,2,35.6823,2
12.8,3,0,0
12.80001,3,0,0
12.8,4,14.3698,1
12.80001,4,14.3698,1
12.9,0,13.3915,1
12.90001,0,13.3915,1
12.9,1,46.1838,2
12.90001,1,27.4344,2
12.9,2,35.6823,2
12.90001,2,35.6823,2
12.9,3,0,0
12.90001,3,0,0
12.9,4,14.3698,1
12.90001,4,14.3698,1
13,0,13.3915,1
13.00001,0,13.3915,1
13,1,27.4344,2
13.00001,1,27.4344,2
13,2,35.6823,2
13.00001,2,35.6823,2
13,3,0,0
13.00001,3,7.95185,1
13,4,14.3698,1
13.00001,4,14.3698,1
13.1,0,13.3915,1
13.10001,0,13.3915,1
13.1,1,27.4344,2
13.10001,1,27.4344,2
13.1,2,35.6823,2
13.10001,2,35.6823,2
13.1,3,7.95185,1
13.10001,3,7.95185,1
13.1,4,14.3698,1
13.10001,4,2.64081,0
13.2,0,13.3915,1
13.20001,0,20.9033,1
13.2,1,27.4344,2
13.20001,1,27.4344,2
13.2,2,35.6823,2
13.20001,2,17.6991,1
13.2,3,7.95185,1
13.20001,3,11.7161,1
13.2,4,2.64081,0
13.20001,4,0,0
13.3,0,20.9033,1
13.30001,0,20.9033,1
13.3,1,27.4344,2
13.30001,1,27.4344,2
13.3,2,17.6991,1
13.30001,2,17.6991,1
13.3,3,11.7161,1
13.30001,3,11.7161,1
13.3,4,0,0
13.30001,4,0,0
13.4,0,20.9033,1
13.40001,0,20.9033,1
13.4,1,27.4344,2
13.40001,1,27.4344,2
13.4,2,17.6991,1
13.40001,2,17.6991,1
13.4,3,11.7161,1
13.40001,3,7.21331,1
13.4,4,0,0
13.40001,4,0,0
13.5,0,20.9033,1
13.50001,0,20.9033,1
13.5,1,27.4344,2
13.50001,1,27.4344,2
13.5,2,17.6991,1
13.50001,2,17.6991,1
13.5,3,7.21331,1
13.50001,3,15.5863,1
13.5,4,0,0
13.50001,4,9.67241,1
13.6,0,20.9033,1
13.60001,0,20.9033,1
13.6,1,27.4344,2
13.60001,1,27.4344,2
13.6,2,17.6991,1
13.60001,2,17.6991,1
13.6,3,15.5863,1
13.60001,3,15.5863,1
13.6,4,9.67241,1
13.60001,4,9.67241,1
13.7,0,20.9033,1
13.70001,0,20.9033,1
13.7,1,27.4344,2
13.70001,1,37.9863,2
13.7,2,17.6991,1
13.70001,2,17.6991,1
13.7,3,15.5863,1
13.70001,3,15.5863,1
13.7,4,9.67241,1
13.70001,4,9.67241,1
13.8,0,20.9033,1
13.80001,0,20.9033,1
13.8,1,37.9863,2
13.80001,1,37.9863,2
13.8,2,17.6991,1
13.80001,2,17.6991,1
13.8,3,15.5863,1
13.80001,3,15.5863,1
13.8,4,9.67241,1
13.80001,4,9.67241,1
13.9,0,20.9033,1
13.90001,0,20.9033,1
13.9,1,37.9863,2
13.90001,1,33.418,2
13.9,2,17.6991,1
13.90001,2,0,0
13.9,3,15.5863,1
13.90001,3,29.6556,2
13.9,4,9.67241,1
13.90001,4,9.67241,1
14,0,20.9033,1
14.00001,0,20.9033,1
14,1,33.418,2
14.00001,1,33.418,2
14,2,0,0
14.00001,2,0,0
14,3,29.6556,2
14.00001,3,24.7792,1
14,4,9.67241,1
14.00001,4,9.67241,1
14.1,0,20.9033,1
14.10001,0,21.3439,1
14.1,1,33.418,2
14.10001,1,33.418,2
14.1,2,0,0
14.10001,2,0,0
14.1,3,24.7792,1
14.10001,3,24.7792,1
14.1,4,9.67241,1
14.10001,4,9.67241,1
14.2,0,21.3439,1
14.20001,0,21.3439,1
14.2,1,33.418,2
14.20001,1,36.3658,2
14.2,2,0,0
14.20001,2,0,0
14.2,3,24.7792,1
14.20001,3,24.7792,1
14.2,4,9.67241,1
14.20001,4,9.67241,1
14.3,0,21.3439,1
14.30001,0,21.3439,1
14.3,1,36.3658,2
14.30001,1,36.3658,2
14.3,2,0,0
14.30001,2,0,0
14.3,3,24.7792,1
14.30001,3,24.7792,1
14.3,4,9.67241,1
14.30001,4,9.67241,1
14.4,0,21.3439,1
14.40001,0,21.3439,1
14.4,1,36.3658,2
14.40001,1,36.3658,2
14.4,2,0,0
14.40001,2,0,0
14.4,3,24.7792,1
14.40001,3,24.7792,1
14.4,4,9.67241,1
14.40001,4,9.67241,1
14.5,0,21.3439,1
14.50001,0,21.3439,1
14.5,1,36.3658,2
14.50001,1,36.3658,2
14.5,2,0,0
14.50001,2,0,0
14.5,3,24.7792,1
14.50001,3,24.7792,1
14.5,4,9.67241,1
14.50001,4,9.67241,1
14.6,0,21.3439,1
14.60001,0,9.99928,1
14.6,1,36.3658,2
14.60001,1,36.3658,2
14.6,2,0,0
14.60001,2,0,0
14.6,3,24.7792,1
14.60001,3,24.7792,1
14.6,4,9.67241,1
14.60001,4,9.67241,1
14.7,0,9.99928,1
14.70001,0,14.602,1
14.7,1,36.3658,2
14.70001,1,36.3658,2
14.7,2,0,0
14.70001,2,0,0
14.7,3,24.7792,1
14.70001,3,24.7792,1
14.7,4,9.67241,1
14.70001,4,9.67241,1
14.8,0,14.602,1
14.80001,0,23.1787,1
14.8,1,36.3658,2
14.80001,1,36.3658,2
14.8,2,0,0
14.80001,2,0,0
14.8,3,24.7792,1
14.80001,3,24.7792,1
14.8,4,9.67241,1
14.80001,4,16.0797,1
14.9,0,23.1787,1
14.90001,0,6.04303,1
14.9,1,36.3658,2
14.90001,1,36.3658,2
14.9,2,0,0
14.90001,2,0,0
14.9,3,24.7792,1
14.90001,3,24.7792,1
14.9,4,16.0797,1
14.90001,4,8.02786,1
15,0,6.04303,1
15.00001,0,6.04303,1
15,1,36.3658,2
15.00001,1,36.3658,2
15,2,0,0
15.00001,2,0,0
15,3,24.7792,1
15.00001,3,24.7792,1
15,4,8.02786,1
15.00001,4,0,0
15.1,0,6.04303,1
15.10001,0,6.04303,1
15.1,1,36.3658,2
15.10001,1,36.3658,2
15.1,2,0,0
15.10001,2,0,0
15.1,3,24.7792,1
15.10001,3,22.9838,1
15.1,4,0,0
15.10001,4,0,0
15.2,0,6.04303,1
15.20001,0,0,0
15.2,1,36.3658,2
15.20001,1,36.3658,2
15.2,2,0,0
15.20001,2,0,0
15.2,3,22.9838,1
15.20001,3,22.9838,1
15.2,4,0,0
15.20001,4,0,0
15.3,0,0,0
15.30001,0,0,0
15.3,1,36.3658,2
15.30001,1,36.3658,2
15.3,2,0,0
15.30001,2,0,0
15.3,3,22.9838,1
15.30001,3,30.2684,2
15.3,4,0,0
15.30001,4,0,0
15.4,0,0,0
15.40001,0,12.68,1
15.4,1,36.3658,2
15.40001,1,36.3658,2
15.4,2,0,0
15.40001,2,0,0
15.4,3,30.2684,2
15.40001,3,28.8519,2
15.4,4,0,0
15.40001,4,0,0
15.5,0,12.68,1
15.50001,0,20.6414,1
15.5,1,36.3658,2
15.50001,1,36.3658,2
15.5,2,0,0
15.50001,2,0,0
15.5,3,28.8519,2
15.50001,3,28.8519,2
15.5,4,0,0
15.50001,4,0,0
15.6,0,20.6414,1
15.60001,0,8.30185,1
15.6,1,36.3658,2
15.60001,1,36.3658,2
15.6,2,0,0
15.60001,2,0,0
15.6,3,28.8519,2
15.60001,3,28.8519,2
15.6,4,0,0
15.60001,4,0,0
15.7,0,8.30185,1
15.70001,0,8.30185,1
15.7,1,36.3658,2
15.70001,1,36.3658,2
15.7,2,0,0
15.70001,2,7.97548,1
15.7,3,28.8519,2
15.70001,3,28.8519,2
15.7,4,0,0
15.70001,4,0,0
15.8,0,8.30185,1
15.80001,0,20.5124,1
15.8,1,36.3658,2
15.80001,1,36.3658,2
15.8,2,7.97548,1
15.80001,2,7.97548,1
15.8,3,28.8519,2
15.80001,3,28.8519,2
15.8,4,0,0
15.80001,4,12.452,1
15.9,0,20.5124,1
15.90001,0,20.5124,1
15.9,1,36.3658,2
15.90001,1,36.3658,2
15.9,2,7.97548,1
15.90001,2,3.79535,1
15.9,3,28.8519,2
15.90001,3,28.8519,2
15.9,4,12.452,1
15.90001,4,10.062,1
16,0,20.5124,1
16.00001,0,20.5124,1
16,1,36.3658,2
16.00001,1,36.3658,2
16,2,3.79535,1
16.00001,2,3.79535,1
16,3,28.8519,2
16.00001,3,28.8519,2
16,4,10.062,1
16.00001,4,1.03235,0
16.1,0,20.5124,1
16.10001,0,20.5124,1
16.1,1,36.3658,2
16.10001,1,36.3658,2
16.1,2,3.79535,1
16.10001,2,0,0
16.1,3,28.8519,2
16.10001,3,28.8519,2
16.1,4,1.03235,0
16.10001,4,0,0
16.2,0,20.5124,1
16.20001,0,27.255,2
16.2,1,36.3658,2
16.20001,1,36.3658,2
16.2,2,0,0
16.20001,2,0,0
16.2,3,28.8519,2
16.20001,3,28.8519,2
16.2,4,0,0
16.20001,4,0,0
16.3,0,27.255,2
16.30001,0,27.255,2
16.3,1,36.3658,2
16.30001,1,36.3658,2
16.3,2,0,0
16.30001,2,0.215905,0
16.3,3,28.8519,2
16.30001,3,28.8519,2
16.3,4,0,0
16.30001,4,0,0
16.4,0,27.255,2
16.40001,0,22.8144,1
16.4,1,36.3658,2
16.40001,1,24.9852,1
16.4,2,0.215905,0
16.40001,2,0.215905,0
16.4,3,28.8519,2
16.40001,3,28.8519,2
16.4,4,0,0
16.40001,4,0,0
16.5,0,22.8144,1
16.50001,0,22.8144,1
16.5,1,24.9852,1
16.50001,1,24.9852,1
16.5,2,0.215905,0
16.50001,2,0,0
16.5,3,28.8519,2
16.50001,3,28.8519,2
16.5,4,0,0
16.50001,4,0,0
16.6,0,22.8144,1
16.60001,0,31.4194,2
16.6,1,24.9852,1
16.60001,1,5.88199,1
16.6,2,0,0
16.60001,2,0,0
16.6,3,28.8519,2
16.60001,3,23.274,1
16.6,4,0,0
16.60001,4,0,0
16.7,0,31.4194,2
16.70001,0,17.3972,1
16.7,1,5.88199,1
16.70001,1,5.88199,1
16.7,2,0,0
16.70001,2,0,0
16.7,3,23.274,1
16.70001,3,23.4559,1
16.7,4,0,0
16.70001,4,0,0
16.8,0,17.3972,1
16.80001,0,17.3972,1
16.8,1,5.88199,1
16.80001,1,5.88199,1
16.8,2,0,0
16.80001,2,0,0
16.8,3,23.4559,1
16.80001,3,23.4559,1
16.8,4,0,0
16.80001,4,7.51925,1
16.9,0,17.3972,1
16.90001,0,17.3972,1
16.9,1,5.88199,1
16.90001,1,5.88199,1
16.9,2,0,0
16.90001,2,0,0
16.9,3,23.4559,1
16.90001,3,23.4559,1
16.9,4,7.51925,1
16.90001,4,0,0
17,0,17.3972,1
17.00001,0,17.3972,1
17,1,5.88199,1
17.00001,1,15.112,1
17,2,0,0
17.00001,2,0,0
17,3,23.4559,1
17.00001,3,23.4559,1
17,4,0,0
17.00001,4,0,0
17.1,0,17.3972,1
17.10001,0,2.47323,0
17.1,1,15.112,1
17.10001,1,15.112,1
17.1,2,0,0
17.10001,2,8.23233,1
17.1,3,23.4559,1
17.10001,3,22.686,1
17.1,4,0,0
17.10001,4,3.53651,1
17.2,0,2.47323,0
17.20001,0,2.47323,0
17.2,1,15.112,1
17.20001,1,15.112,1
17.2,2,8.23233,1
17.20001,2,8.23233,1
17.2,3,22.686,1
17.20001,3,22.686,1
17.2,4,3.53651,1
17.20001,4,4.58832,1
17.3,0,2.47323,0
17.30001,0,2.47323,0
17.3,1,15.112,1
17.30001,1,15.112,1
17.3,2,8.23233,1
17.30001,2,8.23233,1
17.3,3,22.686,1
17.30001,3,16.9593,1
17.3,4,4.58832,1
17.30001,4,4.58832,1
17.4,0,2.47323,0
17.40001,0,2.47323,0
17.4,1,15.112,1
17.40001,1,28.0854,2
17.4,2,8.23233,1
17.40001,2,8.23233,1
17.4,3,16.9593,1
17.40001,3,16.9593,1
17.4,4,4.58832,1
17.40001,4,4.58832,1
17.5,0,2.47323,0
17.50001,0,2.47323,0
17.5,1,28.0854,2
17.50001,1,28.0854,2
17.5,2,8.23233,1
17.50001,2,8.23233,1
17.5,3,16.9593,1
17.50001,3,16.9593,1
17.5,4,4.58832,1
17.50001,4,4.58832,1
17.6,0,2.47323,0
17.60001,0,2.47323,0
17.6,1,28.0854,2
17.60001,1,28.0854,2
17.6,2,8.23233,1
17.60001,2,8.23233,1
17.6,3,16.9593,1
17.60001,3,16.9593,1
17.6,4,4.58832,1
17.60001,4,9.91741,1
17.7,0,2.47323,0
17.70001,0,4.29118,1
17.7,1,28.0854,2
17.70001,1,28.0854,2
17.7,2,8.23233,1
17.70001,2,8.23233,1
17.7,3,16.9593,1
17.70001,3,16.9593,1
17.7,4,9.91741,1
17.70001,4,9.91741,1
17.8,0,4.29118,1
17.80001,0,12.5293,1
17.8,1,28.0854,2
17.80001,1,35.4733,2
17.8,2,8.23233,1
17.80001,2,12.6203,1
17.8,3,16.9593,1
17.80001,3,16.9593,1
17.8,4,9.91741,1
17.80001,4,9.91741,1
17.9,0,12.5293,1
17.90001,0,8.90258,1
17.9,1,35.4733,2
17.90001,1,26.2405,2
17.9,2,12.6203,1
17.90001,2,12.6203,1
17.9,3,16.9593,1
17.90001,3,16.9593,1
17.9,4,9.91741,1
17.90001,4,3.09949,1
18,0,8.90258,1
18.00001,0,8.90258,1
18,1,26.2405,2
18.00001,1,26.2405,2
18,2,12.6203,1
18.00001,2,18.3978,1
18,3,16.9593,1
18.00001,3,16.9593,1
18,4,3.09949,1
18.00001,4,0,0
18.1,0,8.90258,1
18.10001,0,8.90258,1
18.1,1,26.2405,2
18.10001,1,26.9389,2
18.1,2,18.3978,1
18.10001,2,18.3978,1
18.1,3,16.9593,1
18.10001,3,0,0
18.1,4,0,0
18.10001,4,0,0
18.2,0,8.90258,1
18.20001,0,0,0
18.2,1,26.9389,2
18.20001,1,16.9401,1
18.2,2,18.3978,1
18.20001,2,23.8282,1
18.2,3,0,0
18.20001,3,0,0
18.2,4,0,0
18.20001,4,0,0
18.3,0,0,0
18.30001,0,0,0
18.3,1,16.9401,1
18.30001,1,16.9401,1
18.3,2,23.8282,1
18.30001,2,11.9374,1
18.3,3,0,0
18.30001,3,0,0
18.3,4,0,0
18.30001,4,0,0
18.4,0,0,0
18.40001,0,0,0
18.4,1,16.9401,1
18.40001,1,16.9401,1
18.4,2,11.9374,1
18.40001,2,20.3692,1
18.4,3,0,0
18.40001,3,0,0
18.4,4,0,0
18.40001,4,0,0
18.5,0,0,0
18.50001,0,0,0
18.5,1,16.9401,1
18.50001,1,16.9401,1
18.5,2,20.3692,1
18.50001,2,8.44433,1
18.5,3,0,0
18.50001,3,0,0
18.5,4,0,0
18.50001,4,0,0
18.6,0,0,0
18.60001,0,5.4245,1
18.6,1,16.9401,1
18.60001,1,16.9401,1
18.6,2,8.44433,1
18.60001,2,8.44433,1
18.6,3,0,0
18.60001,3,0,0
18.6,4,0,0
18.60001,4,0,0
18.7,0,5.4245,1
18.70001,0,5.4245,1
18.7,1,16.9401,1
18.70001,1,6.55786,1
18.7,2,8.44433,1
18.70001,2,8.44433,1
18.7,3,0,0
18.70001,3,0,0
18.7,4,0,0
18.70001,4,4.104,1
18.8,0,5.4245,1
18.80001,0,5.4245,1
18.8,1,6.55786,1
18.80001,1,6.55786,1
18.8,2,8.44433,1
18.80001,2,8.44433,1
18.8,3,0,0
18.80001,3,0,0
18.8,4,4.104,1
18.80001,4,7.45603,1
18.9,0,5.4245,1
18.90001,0,5.4245,1
18.9,1,6.55786,1
18.90001,1,6.55786,1
18.9,2,8.44433,1
18.90001,2,8.44433,1
18.9,3,0,0
18.90001,3,0,0
18.9,4,7.45603,1
18.90001,4,7.45603,1
19,0,5.4245,1
19.00001,0,6.61441,1
19,1,6.55786,1
19.00001,1,6.55786,1
19,2,8.44433,1
19.00001,2,8.44433,1
19,3,0,0
19.00001,3,0,0
19,4,7.45603,1
19.00001,4,7.45603,1
19.1,0,6.61441,1
19.10001,0,6.61441,1
19.1,1,6.55786,1
19.10001,1,6.55786,1
19.1,2,8.44433,1
19.10001,2,17.1118,1
19.1,3,0,0
19.10001,3,0,0
19.1,4,7.45603,1
19.10001,4,7.45603,1
19.2,0,6.61441,1
19.20001,0,6.61441,1
19.2,1,6.55786,1
19.20001,1,0,0
19.2,2,17.1118,1
19.20001,2,25.9289,2
19.2,3,0,0
19.20001,3,0,0
19.2,4,7.45603,1
19.20001,4,7.45603,1
19.3,0,6.61441,1
19.30001,0,6.61441,1
19.3,1,0,0
19.30001,1,0,0
19.3,2,25.9289,2
19.30001,2,25.9289,2
19.3,3,0,0
19.30001,3,0,0
19.3,4,7.45603,1
19.30001,4,7.45603,1
19.4,0,6.61441,1
19.40001,0,6.61441,1
19.4,1,0,0
19.40001,1,0,0
19.4,2,25.9289,2
19.40001,2,7.68924,1
19.4,3,0,0
19.40001,3,13.1596,1
19.4,4,7.45603,1
19.40001,4,0,0
19.5,0,6.61441,1
19.50001,0,6.61441,1
19.5,1,0,0
19.50001,1,0,0
19.5,2,7.68924,1
19.50001,2,7.68924,1
19.5,3,13.1596,1
19.50001,3,5.24394,1
19.5,4,0,0
19.50001,4,0,0
19.6,0,6.61441,1
19.60001,0,16.983,1
19.6,1,0,0
19.60001,1,0,0
19.6,2,7.68924,1
19.60001,2,1.29655,0
19.6,3,5.24394,1
19.60001,3,5.24394,1
19.6,4,0,0
19.60001,4,0,0
19.7,0,16.983,1
19.70001,0,16.983,1
19.7,1,0,0
19.70001,1,0,0
19.7,2,1.29655,0
19.70001,2,1.29655,0
19.7,3,5.24394,1
19.70001,3,5.24394,1
19.7,4,0,0
19.70001,4,0,0
19.8,0,16.983,1
19.80001,0,0,0
19.8,1,0,0
19.80001,1,7.55983,1
19.8,2,1.29655,0
19.80001,2,1.29655,0
19.8,3,5.24394,1
19.80001,3,5.24394,1
19.8,4,0,0
19.80001,4,0,0
19.9,0,0,0
19.90001,0,0,0
19.9,1,7.55983,1
19.90001,1,7.55983,1
19.9,2,1.29655,0
19.90001,2,1.29655,0
19.9,3,5.24394,1
19.90001,3,17.0706,1
19.9,4,0,0
19.90001,4,12.6912,1
20,0,0,0
20.00001,0,0,0
20,1,7.55983,1
20.00001,1,7.55983,1
20,2,1.29655,0
20.00001,2,1.29655,0
20,3,17.0706,1
20.00001,3,17.0706,1
20,4,12.6912,1
20.00001,4,12.6912,1
20.1,0,0,0
20.10001,0,0,0
20.1,1,7.55983,1
20.10001,1,7.55983,1
20.1,2,1.29655,0
20.10001,2,1.29655,0
20.1,3,17.0706,1
20.10001,3,17.0706,1
20.1,4,12.6912,1
20.10001,4,12.6912,1
20.2,0,0,0
20.20001,0,0,0
20.2,1,7.55983,1
20.20001,1,7.55983,1
20.2,2,1.29655,0
20.20001,2,1.29655,0
20.2,3,17.0706,1
20.20001,3,17.0706,1
20.2,4,12.6912,1
20.20001,4,12.6912,1
20.3,0,0,0
20.30001,0,0,0
20.3,1,7.55983,1
20.30001,1,7.55983,1
20.3,2,1.29655,0
20.30001,2,0,0
20.3,3,17.0706,1
20.30001,3,15.4432,1
20.3,4,12.6912,1
20.30001,4,19.4814,1
20.4,0,0,0
20.40001,0,0,0
20.4,1,7.55983,1
20.40001,1,7.55983,1
20.4,2,0,0
20.40001,2,0,0
20.4,3,15.4432,1
20.40001,3,15.4432,1
20.4,4,19.4814,1
20.40001,4,19.4814,1
20.5,0,0,0
20.50001,0,0,0
20.5,1,7.55983,1
20.50001,1,0,0
20.5,2,0,0
20.50001,2,0,0
20.5,3,15.4432,1
20.50001,3,9.39108,1
20.5,4,19.4814,1
20.50001,4,21.3563,1
20.6,0,0,0
20.60001,0,0,0
20.6,1,0,0
20.60001,1,0,0
20.6,2,0,0
20.60001,2,0,0
20.6,3,9.39108,1
20.60001,3,9.39108,1
20.6,4,21.3563,1
20.60001,4,3.78355,1
20.7,0,0,0
20.70001,0,8.30566,1
20.7,1,0,0
20.70001,1,0,0
20.7,2,0,0
20.70001,2,0,0
20.7,3,9.39108,1
20.70001,3,18.3724,1
20.7,4,3.78355,1
20.70001,4,3.78355,1
20.8,0,8.30566,1
20.80001,0,8.30566,1
20.8,1,0,0
20.80001,1,0,0
20.8,2,0,0
20.80001,2,7.29095,1
20.8,3,18.3724,1
20.80001,3,18.3724,1
20.8,4,3.78355,1
20.80001,4,3.78355,1
20.9,0,8.30566,1
20.90001,0,20.6572,1
20.9,1,0,0
20.90001,1,0,0
20.9,2,7.29095,1
20.90001,2,7.29095,1
20.9,3,18.3724,1
20.90001,3,18.3724,1
20.9,4,3.78355,1
20.90001,4,3.78355,1
21,0,20.6572,1
21.00001,0,20.6572,1
21,1,0,0
21.00001,1,7.28822,1
21,2,7.29095,1
21.00001,2,7.29095,1
21,3,18.3724,1
21.00001,3,18.3724,1
21,4,3.78355,1
21.00001,4,3.78355,1
21.1,0,20.6572,1
21.10001,0,20.6572,1
21.1,1,7.28822,1
21.10001,1,0,0
21.1,2,7.29095,1
21.10001,2,7.29095,1
21.1,3,18.3724,1
21.10001,3,32.8987,2
21.1,4,3.78355,1
21.10001,4,3.78355,1
21.2,0,20.6572,1
21.20001,0,20.6572,1
21.2,1,0,0
21.20001,1,0,0
21.2,2,7.29095,1
21.20001,2,7.29095,1
21.2,3,32.8987,2
21.20001,3,32.8987,2
21.2,4,3.78355,1
21.20001,4,10.793,1
21.3,0,20.6572,1
21.30001,0,20.6572,1
21.3,1,0,0
21.30001,1,0,0
21.3,2,7.29095,1
21.30001,2,7.29095,1
21.3,3,32.8987,2
21.30001,3,32.8987,2
21.3,4,10.793,1
21.30001,4,10.793,1
21.4,0,20.6572,1
21.40001,0,20.6572,1
21.4,1,0,0
21.40001,1,0,0
21.4,2,7.29095,1
21.40001,2,7.29095,1
21.4,3,32.8987,2
21.40001,3,32.8987,2
21.4,4,10.793,1
21.40001,4,10.793,1
21.5,0,20.6572,1
21.50001,0,4.769,1
21.5,1,0,0
21.50001,1,0,0
21.5,2,7.29095,1
21.50001,2,7.29095,1
21.5,3,32.8987,2
21.50001,3,32.8987,2
21.5,4,10.793,1
21.50001,4,10.793,1
21.6,0,4.769,1
21.60001,0,4.769,1
21.6,1,0,0
21.60001,1,8.29508,1
21.6,2,7.29095,1
21.60001,2,7.29095,1
21.6,3,32.8987,2
21.60001,3,32.8987,2
21.6,4,10.793,1
21.60001,4,3.55911,1
21.7,0,4.769,1
21.70001,0,4.769,1
21.7,1,8.29508,1
21.70001,1,8.29508,1
21.7,2,7.29095,1
21.70001,2,0,0
21.7,3,32.8987,2
21.70001,3,32.8987,2
21.7,4,3.55911,1
21.70001,4,3.55911,1
21.8,0,4.769,1
21.80001,0,4.769,1
21.8,1,8.29508,1
21.80001,1,8.29508,1
21.8,2,0,0
21.80001,2,0,0
21.8,3,32.8987,2
21.80001,3,32.8987,2
21.8,4,3.55911,1
21.80001,4,3.55911,1
21.9,0,4.769,1
21.90001,0,4.769,1
21.9,1,8.29508,1
21.90001,1,17.5527,1
21.9,2,0,0
21.90001,2,0,0
21.9,3,32.8987,2
21.90001,3,32.8987,2
21.9,4,3.55911,1
21.90001,4,3.55911,1
22,0,4.769,1
22.00001,0,4.769,1
22,1,17.5527,1
22.00001,1,10.0652,1
22,2,0,0
22.00001,2,0,0
22,3,32.8987,2
22.00001,3,38.6359,2
22,4,3.55911,1
22.00001,4,3.55911,1
22.1,0,4.769,1
22.10001,0,4.769,1
22.1,1,10.0652,1
22.10001,1,10.0652,1
22.1,2,0,0
22.10001,2,0,0
22.1,3,38.6359,2
22.10001,3,46.7317,2
