simTime,MCCIndex,specWeatherModel,cloudCover
22.1,4,3.55911,1
22.10001,4,3.55911,1
22.2,0,4.769,1
22.20001,0,4.769,1
22.2,1,10.0652,1
22.20001,1,10.0652,1
22.2,2,0,0
22.20001,2,0,0
22.2,3,46.7317,2
22.20001,3,47.1682,2
22.2,4,3.55911,1
22.20001,4,16.8102,1
22.3,0,4.769,1
22.30001,0,4.769,1
22.3,1,10.0652,1
22.30001,1,10.0652,1
22.3,2,0,0
22.30001,2,0,0
22.3,3,47.1682,2
22.30001,3,46.6827,2
22.3,4,16.8102,1
22.30001,4,16.8102,1
22.4,0,4.769,1
22.40001,0,0,0
22.4,1,10.0652,1
22.40001,1,0,0
22.4,2,0,0
22.40001,2,0,0
22.4,3,46.6827,2
22.40001,3,46.6827,2
22.4,4,16.8102,1
22.40001,4,16.8102,1
22.5,0,0,0
22.50001,0,4.87564,1
22.5,1,0,0
22.50001,1,0,0
22.5,2,0,0
22.50001,2,0,0
22.5,3,46.6827,2
22.50001,3,46.6827,2
22.5,4,16.8102,1
22.50001,4,16.8102,1
22.6,0,4.87564,1
22.60001,0,4.87564,1
22.6,1,0,0
22.60001,1,0,0
22.6,2,0,0
22.60001,2,0,0
22.6,3,46.6827,2
22.60001,3,46.6827,2
22.6,4,16.8102,1
22.60001,4,16.8102,1
22.7,0,4.87564,1
22.70001,0,4.87564,1
22.7,1,0,0
22.70001,1,0,0
22.7,2,0,0
22.70001,2,7.22845,1
22.7,3,46.6827,2
22.70001,3,58.3427,2
22.7,4,16.8102,1
22.70001,4,16.8102,1
22.8,0,4.87564,1
22.80001,0,4.87564,1
22.8,1,0,0
22.80001,1,0,0
22.8,2,7.22845,1
22.80001,2,7.22845,1
22.8,3,58.3427,2
22.80001,3,55.6111,2
22.8,4,16.8102,1
22.80001,4,16.8102,1
22.9,0,4.87564,1
22.90001,0,4.87564,1
22.9,1,0,0
22.90001,1,7.17344,1
22.9,2,7.22845,1
22.90001,2,7.22845,1
22.9,3,55.6111,2
22.90001,3,52.3375,2
22.9,4,16.8102,1
22.90001,4,16.8102,1
23,0,4.87564,1
23.00001,0,4.87564,1
23,1,7.17344,1
23.00001,1,7.17344,1
23,2,7.22845,1
23.00001,2,15.7656,1
23,3,52.3375,2
23.00001,3,52.3375,2
23,4,16.8102,1
23.00001,4,16.8102,1
23.1,0,4.87564,1
23.10001,0,0,0
23.1,1,7.17344,1
23.10001,1,7.17344,1
23.1,2,15.7656,1
23.10001,2,21.4336,1
23.1,3,52.3375,2
23.10001,3,52.3375,2
23.1,4,16.8102,1
23.10001,4,20.6901,1
23.2,0,0,0
23.20001,0,0,0
23.2,1,7.17344,1
23.20001,1,7.17344,1
23.2,2,21.4336,1
23.20001,2,28.0687,2
23.2,3,52.3375,2
23.20001,3,67.2638,2
23.2,4,20.6901,1
23.20001,4,10.3503,1
23.3,0,0,0
23.30001,0,0,0
23.3,1,7.17344,1
23.30001,1,7.17344,1
23.3,2,28.0687,2
23.30001,2,28.0687,2
23.3,3,67.2638,2
23.30001,3,67.2638,2
23.3,4,10.3503,1
23.30001,4,10.3503,1
23.4,0,0,0
23.40001,0,3.5919,1
23.4,1,7.17344,1
23.40001,1,7.17344,1
23.4,2,28.0687,2
23.40001,2,28.0687,2
23.4,3,67.2638,2
23.40001,3,81.9099,2
23.4,4,10.3503,1
23.40001,4,10.3503,1
23.5,0,3.5919,1
23.50001,0,12.0001,1
23.5,1,7.17344,1
23.50001,1,7.9096,1
23.5,2,28.0687,2
23.50001,2,28.0687,2
23.5,3,81.9099,2
23.50001,3,81.9099,2
23.5,4,10.3503,1
23.50001,4,10.3503,1
23.6,0,12.0001,1
23.60001,0,0,0
23.6,1,7.9096,1
23.60001,1,7.9096,1
23.6,2,28.0687,2
23.60001,2,28.0687,2
23.6,3,81.9099,2
23.60001,3,81.9099,2
23.6,4,10.3503,1
23.60001,4,5.5523,1
23.7,0,0,0
23.70001,0,0,0
23.7,1,7.9096,1
23.70001,1,7.9096,1
23.7,2,28.0687,2
23.70001,2,28.0687,2
23.7,3,81.9099,2
23.70001,3,84.7183,2
23.7,4,5.5523,1
23.70001,4,5.5523,1
23.8,0,0,0
23.80001,0,0,0
23.8,1,7.9096,1
23.80001,1,7.9096,1
23.8,2,28.0687,2
23.80001,2,28.0687,2
23.8,3,84.7183,2
23.80001,3,84.7183,2
23.8,4,5.5523,1
23.80001,4,19.1096,1
23.9,0,0,0
23.90001,0,0,0
23.9,1,7.9096,1
23.90001,1,7.9096,1
23.9,2,28.0687,2
23.90001,2,28.0687,2
23.9,3,84.7183,2
23.90001,3,83.6161,2
23.9,4,19.1096,1
23.90001,4,20.0429,1
24,0,0,0
24.00001,0,0,0
24,1,7.9096,1
24.00001,1,7.9096,1
24,2,28.0687,2
24.00001,2,28.0687,2
24,3,83.6161,2
24.00001,3,83.6161,2
24,4,20.0429,1
24.00001,4,20.0429,1
24.1,0,0,0
24.10001,0,0,0
24.1,1,7.9096,1
24.10001,1,0.309647,0
24.1,2,28.0687,2
24.10001,2,28.0687,2
24.1,3,83.6161,2
24.10001,3,68.7331,2
24.1,4,20.0429,1
24.10001,4,20.0429,1
24.2,0,0,0
24.20001,0,0,0
24.2,1,0.309647,0
24.20001,1,0.309647,0
24.2,2,28.0687,2
24.20001,2,32.6102,2
24.2,3,68.7331,2
24.20001,3,68.7331,2
24.2,4,20.0429,1
24.20001,4,20.0429,1
24.3,0,0,0
24.30001,0,0,0
24.3,1,0.309647,0
24.30001,1,0.309647,0
24.3,2,32.6102,2
24.30001,2,32.6102,2
24.3,3,68.7331,2
24.30001,3,68.7331,2
24.3,4,20.0429,1
24.30001,4,20.0429,1
24.4,0,0,0
24.40001,0,13.2736,1
24.4,1,0.309647,0
24.40001,1,0.309647,0
24.4,2,32.6102,2
24.40001,2,32.6102,2
24.4,3,68.7331,2
24.40001,3,68.7331,2
24.4,4,20.0429,1
24.40001,4,20.0429,1
24.5,0,13.2736,1
24.50001,0,13.2736,1
24.5,1,0.309647,0
24.50001,1,0.309647,0
24.5,2,32.6102,2
24.50001,2,40.9151,2
24.5,3,68.7331,2
24.50001,3,51.1186,2
24.5,4,20.0429,1
24.50001,4,17.6186,1
24.6,0,13.2736,1
24.60001,0,13.2736,1
24.6,1,0.309647,0
24.60001,1,9.72191,1
24.6,2,40.9151,2
24.60001,2,23.717,1
24.6,3,51.1186,2
24.60001,3,31.8258,2
24.6,4,17.6186,1
24.60001,4,17.6186,1
24.7,0,13.2736,1
24.70001,0,13.2736,1
24.7,1,9.72191,1
24.70001,1,9.72191,1
24.7,2,23.717,1
24.70001,2,23.717,1
24.7,3,31.8258,2
24.70001,3,31.8258,2
24.7,4,17.6186,1
24.70001,4,17.6186,1
24.8,0,13.2736,1
24.80001,0,13.2736,1
24.8,1,9.72191,1
24.80001,1,0,0
24.8,2,23.717,1
24.80001,2,23.717,1
24.8,3,31.8258,2
24.80001,3,31.8258,2
24.8,4,17.6186,1
24.80001,4,17.6186,1
24.9,0,13.2736,1
24.90001,0,13.2736,1
24.9,1,0,0
24.90001,1,5.23229,1
24.9,2,23.717,1
24.90001,2,15.5676,1
24.9,3,31.8258,2
24.90001,3,31.8258,2
24.9,4,17.6186,1
24.90001,4,17.6186,1
25,0,13.2736,1
25.00001,0,13.2736,1
25,1,5.23229,1
25.00001,1,5.23229,1
25,2,15.5676,1
25.00001,2,15.5676,1
25,3,31.8258,2
25.00001,3,31.8258,2
25,4,17.6186,1
25.00001,4,17.6186,1
25.1,0,13.2736,1
25.10001,0,13.2736,1
25.1,1,5.23229,1
25.10001,1,5.23229,1
25.1,2,15.5676,1
25.10001,2,15.5676,1
25.1,3,31.8258,2
25.10001,3,26.6452,2
25.1,4,17.6186,1
25.10001,4,17.6186,1
25.2,0,13.2736,1
25.20001,0,13.2736,1
25.2,1,5.23229,1
25.20001,1,0,0
25.2,2,15.5676,1
25.20001,2,15.5676,1
25.2,3,26.6452,2
25.20001,3,26.6452,2
25.2,4,17.6186,1
25.20001,4,0,0
25.3,0,13.2736,1
25.30001,0,13.7368,1
25.3,1,0,0
25.30001,1,0,0
25.3,2,15.5676,1
25.30001,2,17.2299,1
25.3,3,26.6452,2
25.30001,3,26.6452,2
25.3,4,0,0
25.30001,4,0,0
25.4,0,13.7368,1
25.40001,0,0,0
25.4,1,0,0
25.40001,1,0,0
25.4,2,17.2299,1
25.40001,2,17.2299,1
25.4,3,26.6452,2
25.40001,3,26.6452,2
25.4,4,0,0
25.40001,4,0,0
25.5,0,0,0
25.50001,0,0,0
25.5,1,0,0
25.50001,1,0,0
25.5,2,17.2299,1
25.50001,2,17.2299,1
25.5,3,26.6452,2
25.50001,3,26.6452,2
25.5,4,0,0
25.50001,4,0,0
25.6,0,0,0
25.60001,0,0.235106,0
25.6,1,0,0
25.60001,1,0,0
25.6,2,17.2299,1
25.60001,2,17.2299,1
25.6,3,26.6452,2
25.60001,3,26.6452,2
25.6,4,0,0
25.60001,4,0,0
25.7,0,0.235106,0
25.70001,0,0.235106,0
25.7,1,0,0
25.70001,1,0,0
25.7,2,17.2299,1
25.70001,2,17.2299,1
25.7,3,26.6452,2
25.70001,3,26.6452,2
25.7,4,0,0
25.70001,4,0,0
25.8,0,0.235106,0
25.80001,0,0.235106,0
25.8,1,0,0
25.80001,1,0,0
25.8,2,17.2299,1
25.80001,2,17.2299,1
25.8,3,26.6452,2
25.80001,3,30.656,2
25.8,4,0,0
25.80001,4,0,0
25.9,0,0.235106,0
25.90001,0,0,0
25.9,1,0,0
25.90001,1,0,0
25.9,2,17.2299,1
25.90001,2,17.2299,1
25.9,3,30.656,2
25.90001,3,30.656,2
25.9,4,0,0
25.90001,4,0,0
26,0,0,0
26.00001,0,0,0
26,1,0,0
26.00001,1,0,0
26,2,17.2299,1
26.00001,2,17.2299,1
26,3,30.656,2
26.00001,3,30.656,2
26,4,0,0
26.00001,4,0,0
26.1,0,0,0
26.10001,0,14.2988,1
26.1,1,0,0
26.10001,1,0,0
26.1,2,17.2299,1
26.10001,2,17.2299,1
26.1,3,30.656,2
26.10001,3,30.656,2
26.1,4,0,0
26.10001,4,0,0
26.2,0,14.2988,1
26.20001,0,14.2988,1
26.2,1,0,0
26.20001,1,0,0
26.2,2,17.2299,1
26.20001,2,17.2299,1
26.2,3,30.656,2
26.20001,3,30.656,2
26.2,4,0,0
26.20001,4,0,0
26.3,0,14.2988,1
26.30001,0,19.4278,1
26.3,1,0,0
26.30001,1,10.0145,1
26.3,2,17.2299,1
26.30001,2,21.3344,1
26.3,3,30.656,2
26.30001,3,30.656,2
26.3,4,0,0
26.30001,4,0,0
26.4,0,19.4278,1
26.40001,0,24.8542,1
26.4,1,10.0145,1
26.40001,1,2.89301,0
26.4,2,21.3344,1
26.40001,2,30.1384,2
26.4,3,30.656,2
26.40001,3,30.3925,2
26.4,4,0,0
26.40001,4,0,0
26.5,0,24.8542,1
26.50001,0,24.8542,1
26.5,1,2.89301,0
26.50001,1,2.89301,0
26.5,2,30.1384,2
26.50001,2,43.8892,2
26.5,3,30.3925,2
26.50001,3,30.3925,2
26.5,4,0,0
26.50001,4,0,0
26.6,0,24.8542,1
26.60001,0,17.4867,1
26.6,1,2.89301,0
26.60001,1,2.89301,0
26.6,2,43.8892,2
26.60001,2,43.8892,2
26.6,3,30.3925,2
26.60001,3,30.3925,2
26.6,4,0,0
26.60001,4,6.75151,1
26.7,0,17.4867,1
26.70001,0,17.4867,1
26.7,1,2.89301,0
26.70001,1,2.89301,0
26.7,2,43.8892,2
26.70001,2,49.5699,2
26.7,3,30.3925,2
26.70001,3,30.3925,2
26.7,4,6.75151,1
26.70001,4,6.75151,1
26.8,0,17.4867,1
26.80001,0,17.4867,1
26.8,1,2.89301,0
26.80001,1,2.89301,0
26.8,2,49.5699,2
26.80001,2,36.6378,2
26.8,3,30.3925,2
26.80001,3,30.3925,2
26.8,4,6.75151,1
26.80001,4,0,0
26.9,0,17.4867,1
26.90001,0,10.7159,1
26.9,1,2.89301,0
26.90001,1,2.89301,0
26.9,2,36.6378,2
26.90001,2,36.6378,2
26.9,3,30.3925,2
26.90001,3,30.3925,2
26.9,4,0,0
26.90001,4,0,0
27,0,10.7159,1
27.00001,0,10.7159,1
27,1,2.89301,0
27.00001,1,11.8493,1
27,2,36.6378,2
27.00001,2,49.233,2
27,3,30.3925,2
27.00001,3,31.9923,2
27,4,0,0
27.00001,4,0,0
27.1,0,10.7159,1
27.10001,0,10.7159,1
27.1,1,11.8493,1
27.10001,1,11.8493,1
27.1,2,49.233,2
27.10001,2,39.2126,2
27.1,3,31.9923,2
27.10001,3,39.5488,2
27.1,4,0,0
27.10001,4,0,0
27.2,0,10.7159,1
27.20001,0,10.7159,1
27.2,1,11.8493,1
27.20001,1,11.8493,1
27.2,2,39.2126,2
27.20001,2,39.2126,2
27.2,3,39.5488,2
27.20001,3,39.5488,2
27.2,4,0,0
27.20001,4,14.7667,1
27.3,0,10.7159,1
27.30001,0,0,0
27.3,1,11.8493,1
27.30001,1,11.8493,1
27.3,2,39.2126,2
27.30001,2,39.2126,2
27.3,3,39.5488,2
27.30001,3,39.5488,2
27.3,4,14.7667,1
27.30001,4,22.6543,1
27.4,0,0,0
27.40001,0,0,0
27.4,1,11.8493,1
27.40001,1,11.8493,1
27.4,2,39.2126,2
27.40001,2,41.0058,2
27.4,3,39.5488,2
27.40001,3,43.2059,2
27.4,4,22.6543,1
27.40001,4,32.0348,2
27.5,0,0,0
27.50001,0,0,0
27.5,1,11.8493,1
27.50001,1,1.84046,0
27.5,2,41.0058,2
27.50001,2,41.0058,2
27.5,3,43.2059,2
27.50001,3,43.2059,2
27.5,4,32.0348,2
27.50001,4,32.0348,2
27.6,0,0,0
27.60001,0,6.57681,1
27.6,1,1.84046,0
27.60001,1,1.84046,0
27.6,2,41.0058,2
27.60001,2,41.0058,2
27.6,3,43.2059,2
27.60001,3,54.5416,2
27.6,4,32.0348,2
27.60001,4,32.0348,2
27.7,0,6.57681,1
27.70001,0,6.57681,1
27.7,1,1.84046,0
27.70001,1,1.84046,0
27.7,2,41.0058,2
27.70001,2,41.0058,2
27.7,3,54.5416,2
27.70001,3,54.5416,2
27.7,4,32.0348,2
27.70001,4,32.0348,2
27.8,0,6.57681,1
27.80001,0,0,0
27.8,1,1.84046,0
27.80001,1,1.84046,0
27.8,2,41.0058,2
27.80001,2,26.3987,2
27.8,3,54.5416,2
27.80001,3,54.5416,2
27.8,4,32.0348,2
27.80001,4,32.0348,2
27.9,0,0,0
27.90001,0,0,0
27.9,1,1.84046,0
27.90001,1,1.84046,0
27.9,2,26.3987,2
27.90001,2,26.3987,2
27.9,3,54.5416,2
27.90001,3,39.5232,2
27.9,4,32.0348,2
27.90001,4,32.0348,2
28,0,0,0
28.00001,0,0,0
28,1,1.84046,0
28.00001,1,0,0
28,2,26.3987,2
28.00001,2,26.3987,2
28,3,39.5232,2
28.00001,3,25.8486,2
28,4,32.0348,2
28.00001,4,32.0348,2
28.1,0,0,0
28.10001,0,0,0
28.1,1,0,0
28.10001,1,0,0
28.1,2,26.3987,2
28.10001,2,26.3987,2
28.1,3,25.8486,2
28.10001,3,25.8486,2
28.1,4,32.0348,2
28.10001,4,32.0348,2
28.2,0,0,0
28.20001,0,0,0
28.2,1,0,0
28.20001,1,0,0
28.2,2,26.3987,2
28.20001,2,7.5037,1
28.2,3,25.8486,2
28.20001,3,15.7569,1
28.2,4,32.0348,2
28.20001,4,24.1389,1
28.3,0,0,0
28.30001,0,0,0
28.3,1,0,0
28.30001,1,0,0
28.3,2,7.5037,1
28.30001,2,7.5037,1
28.3,3,15.7569,1
28.30001,3,15.7569,1
28.3,4,24.1389,1
28.30001,4,19.621,1
28.4,0,0,0
28.40001,0,0,0
28.4,1,0,0
28.40001,1,0,0
28.4,2,7.5037,1
28.40001,2,9.78474,1
28.4,3,15.7569,1
28.40001,3,15.7569,1
28.4,4,19.621,1
28.40001,4,19.621,1
28.5,0,0,0
28.50001,0,0,0
28.5,1,0,0
28.50001,1,0,0
28.5,2,9.78474,1
28.50001,2,9.78474,1
28.5,3,15.7569,1
28.50001,3,15.7569,1
28.5,4,19.621,1
28.50001,4,19.621,1
28.6,0,0,0
28.60001,0,0.0825478,0
28.6,1,0,0
28.60001,1,0,0
28.6,2,9.78474,1
28.60001,2,9.78474,1
28.6,3,15.7569,1
28.60001,3,15.7569,1
28.6,4,19.621,1
28.60001,4,19.621,1
28.7,0,0.0825478,0
28.70001,0,0.0825478,0
28.7,1,0,0
28.70001,1,0,0
28.7,2,9.78474,1
28.70001,2,0.147406,0
28.7,3,15.7569,1
28.70001,3,15.7569,1
28.7,4,19.621,1
28.70001,4,19.621,1
28.8,0,0.0825478,0
28.80001,0,0.0825478,0
28.8,1,0,0
28.80001,1,0,0
28.8,2,0.147406,0
28.80001,2,0.147406,0
28.8,3,15.7569,1
28.80001,3,15.7569,1
28.8,4,19.621,1
28.80001,4,11.2604,1
28.9,0,0.0825478,0
28.90001,0,6.48874,1
28.9,1,0,0
28.90001,1,6.8427,1
28.9,2,0.147406,0
28.90001,2,0.147406,0
28.9,3,15.7569,1
28.90001,3,15.7569,1
28.9,4,11.2604,1
28.90001,4,0,0
29,0,6.48874,1
29.00001,0,6.48874,1
29,1,6.8427,1
29.00001,1,6.8427,1
29,2,0.147406,0
29.00001,2,0.147406,0
29,3,15.7569,1
29.00001,3,20.0133,1
29,4,0,0
29.00001,4,0,0
29.1,0,6.48874,1
29.10001,0,10.4683,1
29.1,1,6.8427,1
29.10001,1,6.8427,1
29.1,2,0.147406,0
29.10001,2,0.147406,0
29.1,3,20.0133,1
29.10001,3,20.0133,1
29.1,4,0,0
29.10001,4,0,0
29.2,0,10.4683,1
29.20001,0,10.582,1
29.2,1,6.8427,1
29.20001,1,6.8427,1
29.2,2,0.147406,0
29.20001,2,0.147406,0
29.2,3,20.0133,1
29.20001,3,20.0133,1
29.2,4,0,0
29.20001,4,0,0
29.3,0,10.582,1
29.30001,0,10.582,1
29.3,1,6.8427,1
29.30001,1,6.8427,1
29.3,2,0.147406,0
29.30001,2,0,0
29.3,3,20.0133,1
29.30001,3,20.0133,1
29.3,4,0,0
29.30001,4,0,0
29.4,0,10.582,1
29.40001,0,10.582,1
29.4,1,6.8427,1
29.40001,1,6.8427,1
29.4,2,0,0
29.40001,2,0,0
29.4,3,20.0133,1
29.40001,3,12.2878,1
29.4,4,0,0
29.40001,4,3.65115,1
29.5,0,10.582,1
29.50001,0,2.38593,0
29.5,1,6.8427,1
29.50001,1,6.8427,1
29.5,2,0,0
29.50001,2,0,0
29.5,3,12.2878,1
29.50001,3,12.2878,1
29.5,4,3.65115,1
29.50001,4,3.65115,1
29.6,0,2.38593,0
29.60001,0,2.38593,0
29.6,1,6.8427,1
29.60001,1,15.0275,1
29.6,2,0,0
29.60001,2,0,0
29.6,3,12.2878,1
29.60001,3,12.2878,1
29.6,4,3.65115,1
29.60001,4,13.4972,1
29.7,0,2.38593,0
29.70001,0,2.38593,0
29.7,1,15.0275,1
29.70001,1,15.781,1
29.7,2,0,0
29.70001,2,0,0
29.7,3,12.2878,1
29.70001,3,12.2878,1
29.7,4,13.4972,1
29.70001,4,13.4972,1
29.8,0,2.38593,0
29.80001,0,2.38593,0
29.8,1,15.781,1
29.80001,1,15.913,1
29.8,2,0,0
29.80001,2,0,0
29.8,3,12.2878,1
29.80001,3,12.2878,1
29.8,4,13.4972,1
29.80001,4,6.79431,1
29.9,0,2.38593,0
29.90001,0,13.0563,1
29.9,1,15.913,1
29.90001,1,25.1485,2
29.9,2,0,0
29.90001,2,0,0
29.9,3,12.2878,1
29.90001,3,12.2878,1
29.9,4,6.79431,1
29.90001,4,6.79431,1
30,0,13.0563,1
30.00001,0,13.0563,1
30,1,25.1485,2
30.00001,1,22.5378,1
30,2,0,0
30.00001,2,0,0
30,3,12.2878,1
30.00001,3,12.2878,1
30,4,6.79431,1
30.00001,4,6.79431,1
30.1,0,13.0563,1
30.10001,0,17.1858,1
30.1,1,22.5378,1
30.10001,1,22.5378,1
30.1,2,0,0
30.10001,2,0,0
30.1,3,12.2878,1
30.10001,3,1.49777,0
30.1,4,6.79431,1
30.10001,4,12.7048,1
30.2,0,17.1858,1
30.20001,0,28.7835,2
30.2,1,22.5378,1
30.20001,1,22.5378,1
30.2,2,0,0
30.20001,2,0,0
30.2,3,1.49777,0
30.20001,3,1.49777,0
30.2,4,12.7048,1
30.20001,4,12.7048,1
30.3,0,28.7835,2
30.30001,0,28.7835,2
30.3,1,22.5378,1
30.30001,1,22.5378,1
30.3,2,0,0
30.30001,2,14.3132,1
30.3,3,1.49777,0
30.30001,3,1.49777,0
30.3,4,12.7048,1
30.30001,4,12.7048,1
30.4,0,28.7835,2
30.40001,0,28.7835,2
30.4,1,22.5378,1
30.40001,1,22.5378,1
30.4,2,14.3132,1
30.40001,2,14.3132,1
30.4,3,1.49777,0
30.40001,3,0,0
30.4,4,12.7048,1
30.40001,4,12.7048,1
30.5,0,28.7835,2
30.50001,0,28.7835,2
30.5,1,22.5378,1
30.50001,1,22.5378,1
30.5,2,14.3132,1
30.50001,2,14.3132,1
30.5,3,0,0
30.50001,3,3.83749,1
30.5,4,12.7048,1
30.50001,4,12.7048,1
30.6,0,28.7835,2
30.60001,0,28.7835,2
30.6,1,22.5378,1
30.60001,1,22.5378,1
30.6,2,14.3132,1
30.60001,2,14.3132,1
30.6,3,3.83749,1
30.60001,3,3.83749,1
30.6,4,12.7048,1
30.60001,4,12.7048,1
30.7,0,28.7835,2
30.70001,0,28.7835,2
30.7,1,22.5378,1
30.70001,1,16.7421,1
30.7,2,14.3132,1
30.70001,2,18.6175,1
30.7,3,3.83749,1
30.70001,3,3.83749,1
30.7,4,12.7048,1
30.70001,4,12.7048,1
30.8,0,28.7835,2
30.80001,0,28.7835,2
30.8,1,16.7421,1
30.80001,1,20.462,1
30.8,2,18.6175,1
30.80001,2,18.6175,1
30.8,3,3.83749,1
30.80001,3,3.83749,1
30.8,4,12.7048,1
30.80001,4,12.7048,1
30.9,0,28.7835,2
30.90001,0,28.7835,2
30.9,1,20.462,1
30.90001,1,20.462,1
30.9,2,18.6175,1
30.90001,2,18.6175,1
30.9,3,3.83749,1
30.90001,3,3.83749,1
30.9,4,12.7048,1
30.90001,4,0.672789,0
31,0,28.7835,2
31.00001,0,35.3851,2
31,1,20.462,1
31.00001,1,20.462,1
31,2,18.6175,1
31.00001,2,0.557464,0
31,3,3.83749,1
31.00001,3,3.83749,1
31,4,0.672789,0
31.00001,4,3.9106,1
31.1,0,35.3851,2
31.10001,0,34.316,2
31.1,1,20.462,1
31.10001,1,7.02309,1
31.1,2,0.557464,0
31.10001,2,0.557464,0
31.1,3,3.83749,1
31.10001,3,0,0
31.1,4,3.9106,1
31.10001,4,3.9106,1
31.2,0,34.316,2
31.20001,0,34.316,2
31.2,1,7.02309,1
31.20001,1,7.02309,1
31.2,2,0.557464,0
31.20001,2,0.557464,0
31.2,3,0,0
31.20001,3,0,0
31.2,4,3.9106,1
31.20001,4,2.03299,0
31.3,0,34.316,2
31.30001,0,34.316,2
31.3,1,7.02309,1
31.30001,1,7.02309,1
31.3,2,0.557464,0
31.30001,2,0.557464,0
31.3,3,0,0
31.30001,3,0,0
31.3,4,2.03299,0
31.30001,4,2.03299,0
31.4,0,34.316,2
31.40001,0,34.316,2
31.4,1,7.02309,1
31.40001,1,7.02309,1
31.4,2,0.557464,0
31.40001,2,0.557464,0
31.4,3,0,0
31.40001,3,0,0
31.4,4,2.03299,0
31.40001,4,1.15006,0
31.5,0,34.316,2
31.50001,0,45.8482,2
31.5,1,7.02309,1
31.50001,1,0,0
31.5,2,0.557464,0
31.50001,2,7.32176,1
31.5,3,0,0
31.50001,3,0,0
31.5,4,1.15006,0
31.50001,4,4.18818,1
31.6,0,45.8482,2
31.60001,0,45.8482,2
31.6,1,0,0
31.60001,1,0,0
31.6,2,7.32176,1
31.60001,2,16.0922,1
31.6,3,0,0
31.60001,3,0,0
31.6,4,4.18818,1
31.60001,4,0,0
31.7,0,45.8482,2
31.70001,0,45.8482,2
31.7,1,0,0
31.70001,1,0,0
31.7,2,16.0922,1
31.70001,2,10.709,1
31.7,3,0,0
31.70001,3,0,0
31.7,4,0,0
31.70001,4,0,0
31.8,0,45.8482,2
31.80001,0,45.8482,2
31.8,1,0,0
31.80001,1,0,0
31.8,2,10.709,1
31.80001,2,10.709,1
31.8,3,0,0
31.80001,3,0,0
31.8,4,0,0
31.80001,4,0,0
31.9,0,45.8482,2
31.90001,0,31.7165,2
31.9,1,0,0
31.90001,1,7.28283,1
31.9,2,10.709,1
31.90001,2,10.709,1
31.9,3,0,0
31.90001,3,0,0
31.9,4,0,0
31.90001,4,0,0
32,0,31.7165,2
32.00001,0,31.7165,2
32,1,7.28283,1
32.00001,1,0,0
32,2,10.709,1
32.00001,2,10.709,1
32,3,0,0
32.00001,3,2.46517,0
32,4,0,0
32.00001,4,0,0
32.1,0,31.7165,2
32.10001,0,28.4502,2
32.1,1,0,0
32.10001,1,8.06993,1
32.1,2,10.709,1
32.10001,2,10.709,1
32.1,3,2.46517,0
32.10001,3,2.46517,0
32.1,4,0,0
32.10001,4,0,0
32.2,0,28.4502,2
32.20001,0,28.4502,2
32.2,1,8.06993,1
32.20001,1,8.06993,1
32.2,2,10.709,1
32.20001,2,10.709,1
32.2,3,2.46517,0
32.20001,3,2.46517,0
32.2,4,0,0
32.20001,4,0,0
32.3,0,28.4502,2
32.30001,0,39.9689,2
32.3,1,8.06993,1
32.30001,1,8.06993,1
32.3,2,10.709,1
32.30001,2,10.709,1
32.3,3,2.46517,0
32.30001,3,2.46517,0
32.3,4,0,0
32.30001,4,0,0
32.4,0,39.9689,2
32.40001,0,44.244,2
32.4,1,8.06993,1
32.40001,1,8.06993,1
32.4,2,10.709,1
32.40001,2,10.709,1
32.4,3,2.46517,0
32.40001,3,2.46517,0
32.4,4,0,0
32.40001,4,3.97198,1
32.5,0,44.244,2
32.50001,0,44.244,2
32.5,1,8.06993,1
32.50001,1,0.901113,0
32.5,2,10.709,1
32.50001,2,10.709,1
32.5,3,2.46517,0
32.50001,3,16.996,1
32.5,4,3.97198,1
32.50001,4,0,0
32.6,0,44.244,2
32.60001,0,44.244,2
32.6,1,0.901113,0
32.60001,1,9.351,1
32.6,2,10.709,1
32.60001,2,0,0
32.6,3,16.996,1
32.60001,3,16.996,1
32.6,4,0,0
32.60001,4,0,0
32.7,0,44.244,2
32.70001,0,48.0455,2
32.7,1,9.351,1
32.70001,1,9.351,1
32.7,2,0,0
32.70001,2,0,0
32.7,3,16.996,1
32.70001,3,16.996,1
32.7,4,0,0
32.70001,4,0,0
32.8,0,48.0455,2
32.80001,0,48.0455,2
32.8,1,9.351,1
32.80001,1,9.351,1
32.8,2,0,0
32.80001,2,0,0
32.8,3,16.996,1
32.80001,3,16.996,1
32.8,4,0,0
32.80001,4,0,0
32.9,0,48.0455,2
32.90001,0,62.01,2
32.9,1,9.351,1
32.90001,1,9.351,1
32.9,2,0,0
32.90001,2,0,0
32.9,3,16.996,1
32.90001,3,10.6376,1
32.9,4,0,0
32.90001,4,0,0
33,0,62.01,2
33.00001,0,62.01,2
33,1,9.351,1
33.00001,1,23.7736,1
33,2,0,0
33.00001,2,0,0
33,3,10.6376,1
33.00001,3,8.93682,1
33,4,0,0
33.00001,4,0,0
33.1,0,62.01,2
33.10001,0,62.01,2
33.1,1,23.7736,1
33.10001,1,23.7736,1
33.1,2,0,0
33.10001,2,0,0
33.1,3,8.93682,1
33.10001,3,21.5971,1
33.1,4,0,0
33.10001,4,1.40899,0
33.2,0,62.01,2
33.20001,0,61.1959,2
33.2,1,23.7736,1
33.20001,1,23.7736,1
