simTime,atmosphericLoss_dB,fspl_dB,power_dBm
1.70002024,2.41131,205.161,-130.773
1.70003024,2.42513,205.182,-130.844
1.70004024,2.39754,205.294,-131.118
1.70005024,2.43899,205.21,-130.964
1.70006024,2.38381,205.143,-130.896
1.8,3.3982,206.456,-87.3016
1.8,3.41497,206.475,-87.337
1.8,3.43179,206.648,-87.527
1.8,3.44866,206.518,-87.4143
1.8,3.46557,206.556,-87.4688
1.80002024,2.41131,205.161,-130.773
1.80003024,2.42513,205.182,-130.844
1.80004024,2.42513,205.337,-131.189
1.80005024,2.43899,205.21,-130.964
1.80006024,2.42513,205.208,-131.002
1.9,3.3982,206.456,-87.3016
1.9,3.41497,206.475,-87.337
1.9,3.43179,206.648,-87.527
1.9,3.44866,206.518,-87.4143
1.9,3.46557,206.556,-87.4688
1.90002024,2.41131,205.161,-130.773
1.90003024,2.43899,205.204,-130.88
1.90004024,2.38381,205.272,-131.083
1.90005024,2.43899,205.21,-130.964
1.90006024,2.38381,205.143,-130.896
2,3.3982,206.456,-87.3016
2,3.41497,206.475,-87.337
2,3.43179,206.648,-87.527
2,3.44866,206.518,-87.4143
2,3.46557,206.556,-87.4688
2.00002024,2.41131,205.161,-130.773
2.00003024,2.43899,205.204,-130.88
2.00004024,2.38381,205.272,-131.083
2.00005024,2.39754,205.145,-130.857
2.00006024,2.41131,205.186,-130.966
2.1,3.3982,206.456,-87.3016
2.1,3.41497,206.475,-87.337
2.1,3.43179,206.648,-87.527
2.1,3.44866,206.518,-87.4143
2.1,3.46557,206.556,-87.4688
2.10002024,2.39754,205.139,-130.738
2.10003024,2.41131,205.161,-130.809
2.10004024,2.43899,205.358,-131.224
2.10005024,2.38381,205.124,-130.822
2.10006024,2.41131,205.186,-130.966
2.2,3.3982,206.456,-87.3016
2.2,3.41497,206.475,-87.337
2.2,3.43179,206.648,-87.527
2.2,3.44866,206.518,-87.4143
2.2,3.46557,206.556,-87.4688
2.20002024,2.43899,205.204,-130.844
2.20003024,2.41131,205.161,-130.809
2.20004024,2.38381,205.272,-131.083
2.20005024,2.43899,205.21,-130.964
2.20006024,2.39754,205.165,-130.931
2.3,3.3982,206.456,-87.3016
2.3,3.41497,206.475,-87.337
2.3,3.43179,206.648,-87.527
2.3,3.44866,206.518,-87.4143
2.3,3.46557,206.556,-87.4688
2.30002024,2.41131,205.161,-130.773
2.30003024,2.41131,205.161,-130.809
2.30004024,2.38381,205.272,-131.083
2.30005024,2.41131,205.167,-130.893
2.30006024,2.38381,205.143,-130.896
2.4,3.3982,206.456,-87.3016
2.4,3.41497,206.475,-87.337
2.4,3.43179,206.648,-87.527
2.4,3.44866,206.518,-87.4143
2.4,3.46557,206.556,-87.4688
2.40002024,2.39754,205.139,-130.738
2.40003024,2.43899,205.204,-130.88
2.40004024,2.38381,205.272,-131.083
2.40005024,2.43899,205.21,-130.964
2.40006024,2.41131,205.186,-130.966
2.5,3.3982,206.456,-87.3016
2.5,3.41497,206.475,-87.337
2.5,3.43179,206.648,-87.527
2.5,3.44866,206.518,-87.4143
2.5,3.46557,206.556,-87.4688
2.50002024,2.39754,205.139,-130.738
2.50003024,2.43899,205.204,-130.88
2.50004024,2.39754,205.294,-131.118
2.50005024,2.41131,205.167,-130.893
2.50006024,2.42513,205.208,-131.002
2.6,3.3982,206.456,-87.3016
2.6,3.41497,206.475,-87.337
2.6,3.43179,206.648,-87.527
2.6,3.44866,206.518,-87.4143
2.6,3.46557,206.556,-87.4688
2.60002024,2.42513,205.182,-130.809
2.60003024,2.38381,205.117,-130.738
2.60004024,2.42513,205.337,-131.189
2.60005024,2.39754,205.145,-130.857
2.60006024,2.42513,205.208,-131.002
2.7,3.3982,206.456,-87.3016
2.7,3.41497,206.475,-87.337
2.7,3.43179,206.648,-87.527
2.7,3.44866,206.518,-87.4143
2.7,3.46557,206.556,-87.4688
2.70002024,2.42513,205.182,-130.809
2.70003024,2.41131,205.161,-130.809
2.70004024,2.39754,205.294,-131.118
2.70005024,2.43899,205.21,-130.964
2.70006024,2.41131,205.186,-130.966
2.8,3.3982,206.456,-87.3016
2.8,3.41497,206.475,-87.337
2.8,3.43179,206.648,-87.527
2.8,3.44866,206.518,-87.4143
2.8,3.46557,206.556,-87.4688
2.80002024,2.43899,205.204,-130.844
2.80003024,2.42513,205.182,-130.844
2.80004024,2.43899,205.358,-131.224
2.80005024,2.43899,205.21,-130.964
2.80006024,2.41131,205.186,-130.966
2.9,3.3982,206.456,-87.3016
2.9,3.41497,206.475,-87.337
2.9,3.43179,206.648,-87.527
2.9,3.44866,206.518,-87.4143
2.9,3.46557,206.556,-87.4688
2.90002024,2.43899,205.204,-130.844
2.90003024,2.43899,205.204,-130.88
2.90004024,2.39754,205.294,-131.118
2.90005024,2.43899,205.21,-130.964
2.90006024,2.39754,205.165,-130.931
3,3.3982,206.456,-87.3016
3,3.41497,206.475,-87.337
3,3.43179,206.648,-87.527
3,3.44866,206.518,-87.4143
3,3.46557,206.556,-87.4688
3.00002024,2.41131,205.161,-130.773
3.00003024,2.41131,205.161,-130.809
3.00004024,2.43899,205.358,-131.224
3.00005024,2.41131,205.167,-130.893
3.00006024,2.38381,205.143,-130.896
3.1,3.3982,206.456,-87.3016
3.1,3.41497,206.475,-87.337
3.1,3.43179,206.648,-87.527
3.1,3.44866,206.518,-87.4143
3.1,3.46557,206.556,-87.4688
3.10002024,2.43899,205.204,-130.844
3.10003024,2.43899,205.204,-130.88
3.10004024,2.43899,205.358,-131.224
3.10005024,2.38381,205.124,-130.822
3.10006024,2.41131,205.186,-130.966
3.2,3.3982,206.456,-87.3016
3.2,3.41497,206.475,-87.337
3.2,3.43179,206.648,-87.527
3.2,3.44866,206.518,-87.4143
3.2,3.46557,206.556,-87.4688
3.20002024,2.41131,205.161,-130.773
3.20003024,2.42513,205.182,-130.844
3.20004024,2.39754,205.294,-131.118
3.20005024,2.43899,205.21,-130.964
3.20006024,2.38381,205.143,-130.896
3.3,3.3982,206.456,-87.3016
3.3,3.41497,206.475,-87.337
3.3,3.43179,206.648,-87.527
3.3,3.44866,206.518,-87.4143
3.3,3.46557,206.556,-87.4688
3.30002024,2.41131,205.161,-130.773
3.30003024,2.38381,205.117,-130.738
3.30004024,2.38381,205.272,-131.083
3.30005024,2.41131,205.167,-130.893
3.30006024,2.42513,205.208,-131.002
3.4,3.3982,206.456,-87.3016
3.4,3.41497,206.475,-87.337
3.4,3.43179,206.648,-87.527
3.4,3.44866,206.518,-87.4143
3.4,3.46557,206.556,-87.4688
3.40002024,2.42513,205.182,-130.809
3.40003024,2.41131,205.161,-130.809
3.40004024,2.39754,205.294,-131.118
3.40005024,2.41131,205.167,-130.893
3.40006024,2.42513,205.208,-131.002
3.5,3.3982,206.456,-87.3016
3.5,3.41497,206.475,-87.337
3.5,3.43179,206.648,-87.527
3.5,3.44866,206.518,-87.4143
3.5,3.46557,206.556,-87.4688
3.50002024,2.41131,205.161,-130.773
3.50003024,2.43899,205.204,-130.88
3.50004024,2.43899,205.358,-131.224
3.50005024,2.39754,205.145,-130.857
3.50006024,2.42513,205.208,-131.002
3.6,3.3982,206.456,-87.3016
3.6,3.41497,206.475,-87.337
3.6,3.43179,206.648,-87.527
3.6,3.44866,206.518,-87.4143
3.6,3.46557,206.556,-87.4688
3.60002024,2.41131,205.161,-130.773
3.60003024,2.38381,205.117,-130.738
3.60004024,2.42513,205.337,-131.189
3.60005024,2.43899,205.21,-130.964
3.60006024,2.42513,205.208,-131.002
3.7,3.3982,206.456,-87.3016
3.7,3.41497,206.475,-87.337
3.7,3.43179,206.648,-87.527
3.7,3.44866,206.518,-87.4143
3.7,3.46557,206.556,-87.4688
3.70002024,2.41131,205.161,-130.773
3.70003024,2.42513,205.182,-130.844
3.70004024,2.42513,205.337,-131.189
3.70005024,2.39754,205.145,-130.857
3.70006024,2.41131,205.186,-130.966
3.8,3.3982,206.456,-87.3016
3.8,3.41497,206.475,-87.337
3.8,3.43179,206.648,-87.527
3.8,3.44866,206.518,-87.4143
3.8,3.46557,206.556,-87.4688
3.80002024,2.41131,205.161,-130.773
3.80003024,2.38381,205.117,-130.738
3.80004024,2.43899,205.358,-131.224
3.80005024,2.39754,205.145,-130.857
3.80006024,2.41131,205.186,-130.966
3.9,3.3982,206.456,-87.3016
3.9,3.41497,206.475,-87.337
3.9,3.43179,206.648,-87.527
3.9,3.44866,206.518,-87.4143
3.9,3.46557,206.556,-87.4688
3.90002024,2.39754,205.139,-130.738
3.90003024,2.43899,205.204,-130.88
3.90004024,2.39754,205.294,-131.118
3.90005024,2.39754,205.145,-130.857
3.90006024,2.42513,205.208,-131.002
4,3.3982,206.456,-87.3016
4,3.41497,206.475,-87.337
4,3.43179,206.648,-87.527
4,3.44866,206.518,-87.4143
4,3.46557,206.556,-87.4688
4.00002024,2.43899,205.204,-130.844
4.00003024,2.43899,205.204,-130.88
4.00004024,2.38381,205.272,-131.083
4.00005024,2.41131,205.167,-130.893
4.00006024,2.42513,205.208,-131.002
4.1,3.3982,206.456,-87.3016
4.1,3.41497,206.475,-87.337
4.1,3.43179,206.648,-87.527
4.1,3.44866,206.518,-87.4143
4.1,3.46557,206.556,-87.4688
4.10002024,2.39754,205.139,-130.738
4.10003024,2.41131,205.161,-130.809
4.10004024,2.38381,205.272,-131.083
4.10005024,2.39754,205.145,-130.857
4.10006024,2.39754,205.165,-130.931
4.2,3.3982,206.456,-87.3016
4.2,3.41497,206.475,-87.337
4.2,3.43179,206.648,-87.527
4.2,3.44866,206.518,-87.4143
4.2,3.46557,206.556,-87.4688
4.20002024,2.43899,205.204,-130.844
4.20003024,2.42513,205.182,-130.844
4.20004024,2.42513,205.337,-131.189
4.20005024,2.41131,205.167,-130.893
4.20006024,2.39754,205.165,-130.931
4.3,3.3982,206.456,-87.3016
4.3,3.41497,206.475,-87.337
4.3,3.43179,206.648,-87.527
4.3,3.44866,206.518,-87.4143
4.3,3.46557,206.556,-87.4688
4.30002024,2.41131,205.161,-130.773
4.30003024,2.38381,205.117,-130.738
4.30004024,2.38381,205.272,-131.083
4.30005024,2.39754,205.145,-130.857
4.30006024,2.39754,205.165,-130.931
4.4,3.3982,206.456,-87.3016
4.4,3.41497,206.475,-87.337
4.4,3.43179,206.648,-87.527
4.4,3.44866,206.518,-87.4143
4.4,3.46557,206.556,-87.4688
4.40002024,2.42513,205.182,-130.809
4.40003024,2.42513,205.182,-130.844
4.40004024,2.42513,205.337,-131.189
4.40005024,2.43899,205.21,-130.964
4.40006024,2.42513,205.208,-131.002
4.5,3.3982,206.456,-87.3016
4.5,3.41497,206.475,-87.337
4.5,3.43179,206.648,-87.527
4.5,3.44866,206.518,-87.4143
4.5,3.46557,206.556,-87.4688
4.50002024,2.43899,205.204,-130.844
4.50003024,2.41131,205.161,-130.809
4.50004024,2.39754,205.294,-131.118
4.50005024,2.38381,205.124,-130.822
4.50006024,2.42513,205.208,-131.002
4.6,3.3982,206.456,-87.3016
4.6,3.41497,206.475,-87.337
4.6,3.43179,206.648,-87.527
4.6,3.44866,206.518,-87.4143
4.6,3.46557,206.556,-87.4688
4.60002024,2.39754,205.139,-130.738
4.60003024,2.42513,205.182,-130.844
4.60004024,2.39754,205.294,-131.118
4.60005024,2.39754,205.145,-130.857
4.60006024,2.42513,205.208,-131.002
4.7,3.3982,206.456,-87.3016
4.7,3.41497,206.475,-87.337
4.7,3.43179,206.648,-87.527
4.7,3.44866,206.518,-87.4143
4.7,3.46557,206.556,-87.4688
4.70002024,2.42513,205.182,-130.809
4.70003024,2.38381,205.117,-130.738
4.70004024,2.38381,205.272,-131.083
4.70005024,2.41131,205.167,-130.893
4.70006024,2.41131,205.186,-130.966
4.8,3.3982,206.456,-87.3016
4.8,3.41497,206.475,-87.337
4.8,3.43179,206.648,-87.527
4.8,3.44866,206.518,-87.4143
4.8,3.46557,206.556,-87.4688
4.80002024,2.42513,205.182,-130.809
4.80003024,2.42513,205.182,-130.844
4.80004024,2.38381,205.272,-131.083
4.80005024,2.38381,205.124,-130.822
4.80006024,2.41131,205.186,-130.966
4.9,3.3982,206.456,-87.3016
4.9,3.41497,206.475,-87.337
4.9,3.43179,206.648,-87.527
4.9,3.44866,206.518,-87.4143
4.9,3.46557,206.556,-87.4688
4.90002024,2.43899,205.204,-130.844
4.90003024,2.41131,205.161,-130.809
4.90004024,2.42513,205.337,-131.189
4.90005024,2.41131,205.167,-130.893
4.90006024,2.39754,205.165,-130.931
5,3.3982,206.456,-87.3016
5,3.41497,206.475,-87.337
5,3.43179,206.648,-87.527
5,3.44866,206.518,-87.4143
5,3.46557,206.556,-87.4688
5.00002024,2.39754,205.139,-130.738
5.00003024,2.41131,205.161,-130.809
5.00004024,2.42513,205.337,-131.189
5.00005024,2.39754,205.145,-130.857
5.00006024,2.42513,205.208,-131.002
5.1,3.3982,206.456,-87.3016
5.1,3.41497,206.475,-87.337
5.1,3.43179,206.648,-87.527
5.1,3.44866,206.518,-87.4143
5.1,3.46557,206.556,-87.4688
5.10002024,2.43899,205.204,-130.844
5.10003024,2.38381,205.117,-130.738
5.10004024,2.42513,205.337,-131.189
5.10005024,2.41131,205.167,-130.893
5.10006024,2.41131,205.186,-130.966
5.2,3.3982,206.456,-87.3016
5.2,3.41497,206.475,-87.337
5.2,3.43179,206.648,-87.527
5.2,3.44866,206.518,-87.4143
5.2,3.46557,206.556,-87.4688
5.20002024,2.42513,205.182,-130.809
5.20003024,2.38381,205.117,-130.738
5.20004024,2.43899,205.358,-131.224
5.20005024,2.43899,205.21,-130.964
5.20006024,2.39754,205.165,-130.931
5.3,3.3982,206.456,-87.3016
5.3,3.41497,206.475,-87.337
5.3,3.43179,206.648,-87.527
5.3,3.44866,206.518,-87.4143
5.3,3.46557,206.556,-87.4688
5.30002024,2.39754,205.139,-130.738
5.30003024,2.43899,205.204,-130.88
5.30004024,2.39754,205.294,-131.118
5.30005024,2.39754,205.145,-130.857
5.30006024,2.39754,205.165,-130.931
5.4,3.3982,206.456,-87.3016
5.4,3.41497,206.475,-87.337
5.4,3.43179,206.648,-87.527
5.4,3.44866,206.518,-87.4143
5.4,3.46557,206.556,-87.4688
5.40002024,2.43899,205.204,-130.844
5.40003024,2.38381,205.117,-130.738
5.40004024,2.39754,205.294,-131.118
5.40005024,2.39754,205.145,-130.857
5.40006024,2.39754,205.165,-130.931
5.5,3.3982,206.456,-87.3016
5.5,3.41497,206.475,-87.337
5.5,3.43179,206.648,-87.527
5.5,3.44866,206.518,-87.4143
5.5,3.46557,206.556,-87.4688
5.50002024,2.42513,205.182,-130.809
5.50003024,2.38381,205.117,-130.738
5.50004024,2.43899,205.358,-131.224
5.50005024,2.43899,205.21,-130.964
5.50006024,2.38381,205.143,-130.896
5.6,3.3982,206.456,-87.3016
5.6,3.41497,206.475,-87.337
5.6,3.43179,206.648,-87.527
5.6,3.44866,206.518,-87.4143
5.6,3.46557,206.556,-87.4688
5.60002024,2.42513,205.182,-130.809
5.60003024,2.38381,205.117,-130.738
5.60004024,2.43899,205.358,-131.224
5.60005024,2.43899,205.21,-130.964
5.60006024,2.41131,205.186,-130.966
5.7,3.3982,206.456,-87.3016
5.7,3.41497,206.475,-87.337
5.7,3.43179,206.648,-87.527
5.7,3.44866,206.518,-87.4143
5.7,3.46557,206.556,-87.4688
5.70002024,2.41131,205.161,-130.773
5.70003024,2.41131,205.161,-130.809
