simTime,MCC_idx,atmosphericLoss_dB,fspl_dB,power_dBm,weatherAtMCC
8.1,0,19.4745,206.456,-103.378,38.9934
8.1,1,7.94635,206.475,-91.8683,13.5044
8.1,2,0,206.648,-84.0953,0
8.1,3,42.6546,206.518,-126.62,96.3934
8.1,4,0,206.556,-84.0033,0
8.10002024,0,13.6612,205.272,-138.928,38.9934
8.10003024,1,13.325,205.165,-138.393,37.6118
8.2,0,19.4745,206.456,-103.378,38.9934
8.2,1,18.9796,206.475,-102.902,37.6118
8.2,2,0,206.648,-84.0953,0
8.2,3,42.6546,206.518,-126.62,96.3934
8.2,4,0,206.556,-84.0033,0
8.20002024,4,0,205.358,-125.354,0
8.20003024,0,17.2647,205.143,-142.311,51.3573
8.3,0,24.6114,206.456,-108.515,51.3573
8.3,1,21.9695,206.475,-105.892,44.6754
8.3,2,0,206.648,-84.0953,0
8.3,3,36.9274,206.518,-120.893,81.3542
8.3,4,0,206.556,-84.0033,0
8.30002024,3,27.2922,205.337,-152.624,86.2578
8.30003024,0,17.2647,205.143,-142.311,51.3573
8.4,0,24.6114,206.456,-108.515,51.3573
8.4,1,13.0618,206.475,-96.9838,24.2327
8.4,2,0,206.648,-84.0953,0
8.4,3,38.8109,206.518,-122.777,86.2578
8.4,4,0,206.556,-84.0033,0
8.40002024,1,9.17027,205.294,-134.459,24.2327
8.40003024,1,9.17027,205.165,-134.238,24.2327
8.5,0,24.6114,206.456,-108.515,51.3573
8.5,1,13.0618,206.475,-96.9838,24.2327
8.5,2,5.57046,206.648,-89.6657,8.84025
8.5,3,38.8109,206.518,-122.777,86.2578
8.5,4,9.83043,206.556,-93.8337,17.048
8.50002024,0,17.1976,205.272,-148.035,51.1225
8.6,0,24.5157,206.456,-108.419,51.1225
8.6,1,13.0618,206.475,-96.9838,24.2327
8.6,2,14.3569,206.648,-98.4521,26.9273
8.6,3,44.4851,206.518,-128.451,101.279
8.6,4,0,206.556,-84.0033,0
8.60002024,3,31.2824,205.208,-156.394,101.279
8.7,0,24.5157,206.456,-108.419,51.1225
8.7,1,13.0618,206.475,-96.9838,24.2327
8.7,2,15.2309,206.648,-99.3262,28.8661
8.7,3,44.4851,206.518,-128.451,101.279
8.7,4,0,206.556,-84.0033,0
8.70002024,0,17.1976,205.143,-142.244,51.1225
8.8,0,24.5157,206.456,-108.419,51.1225
8.8,1,3.3587,206.475,-87.2807,4.90321
8.8,2,25.2883,206.648,-109.384,52.413
8.8,3,35.7545,206.518,-119.72,78.3228
8.8,4,0,206.556,-84.0033,0
8.80002024,4,0,205.204,-128.384,0
8.80003024,0,17.1976,205.143,-142.244,51.1225
8.9,0,24.5157,206.456,-108.419,51.1225
8.9,1,0,206.475,-83.922,0
8.9,2,25.6254,206.648,-109.721,53.2359
8.9,3,35.7545,206.518,-119.72,78.3228
8.9,4,0,206.556,-84.0033,0
8.90002024,0,17.1976,205.117,-142.137,51.1225
8.90003024,2,18.0054,205.186,-143.095,53.2359
9,0,24.5157,206.456,-108.419,51.1225
9,1,0,206.475,-83.922,0
9,2,25.6254,206.648,-109.721,53.2359
9,3,35.7545,206.518,-119.72,78.3228
9,4,8.8327,206.556,-92.836,15.0312
9.00002024,0,17.1976,205.117,-142.137,51.1225
9.1,0,24.5157,206.456,-108.419,51.1225
9.1,1,0,206.475,-83.922,0
9.1,2,25.6254,206.648,-109.721,53.2359
9.1,3,44.5429,206.518,-128.509,101.433
9.1,4,8.8327,206.556,-92.836,15.0312
9.10002024,4,6.21627,205.204,-131.242,15.0312
9.2,0,24.5157,206.456,-108.419,51.1225
9.2,1,0,206.475,-83.922,0
9.2,2,25.6254,206.648,-109.721,53.2359
9.2,3,44.5429,206.518,-128.509,101.433
9.2,4,8.8327,206.556,-92.836,15.0312
9.20002024,2,18.0054,205.161,-142.988,53.2359
9.3,0,24.5157,206.456,-108.419,51.1225
9.3,1,0,206.475,-83.922,0
9.3,2,25.6254,206.648,-109.721,53.2359
9.3,3,44.5429,206.518,-128.509,101.433
9.3,4,8.8327,206.556,-92.836,15.0312
9.30002024,4,6.21627,205.204,-131.242,15.0312
9.4,0,24.5157,206.456,-108.419,51.1225
9.4,1,10.405,206.475,-94.327,18.5443
9.4,2,25.6254,206.648,-109.721,53.2359
9.4,3,41.5916,206.518,-125.557,93.5735
9.4,4,8.8327,206.556,-92.836,15.0312
9.5,0,26.198,206.456,-110.101,55.2742
9.5,1,10.405,206.475,-94.327,18.5443
9.5,2,27.9538,206.648,-112.049,58.9713
9.5,3,41.5916,206.518,-125.557,93.5735
9.5,4,15.1901,206.556,-99.1934,28.4455
9.6,0,26.198,206.456,-110.101,55.2742
9.6,1,10.405,206.475,-94.327,18.5443
9.6,2,31.7545,206.648,-115.85,68.5133
9.6,3,41.5916,206.518,-125.557,93.5735
9.6,4,15.1901,206.556,-99.1934,28.4455
9.7,0,26.198,206.456,-110.101,55.2742
9.7,1,10.405,206.475,-94.327,18.5443
9.7,2,31.7545,206.648,-115.85,68.5133
9.7,3,48.7633,206.518,-132.729,112.832
9.7,4,6.04651,206.556,-90.0498,9.62407
9.8,0,26.198,206.456,-110.101,55.2742
9.8,1,10.405,206.475,-94.327,18.5443
9.8,2,31.7545,206.648,-115.85,68.5133
9.8,3,39.6298,206.518,-123.596,88.403
9.8,4,6.04651,206.556,-90.0498,9.62407
9.9,0,26.198,206.456,-110.101,55.2742
9.9,1,10.405,206.475,-94.327,18.5443
9.9,2,31.7545,206.648,-115.85,68.5133
9.9,3,39.6298,206.518,-123.596,88.403
9.9,4,6.04651,206.556,-90.0498,9.62407
10,0,26.198,206.456,-110.101,55.2742
10,1,10.405,206.475,-94.327,18.5443
10,2,31.7545,206.648,-115.85,68.5133
10,3,39.6298,206.518,-123.596,88.403
10,4,6.04651,206.556,-90.0498,9.62407
10.1,0,26.198,206.456,-110.101,55.2742
10.1,1,8.35552,206.475,-92.2775,14.3262
10.1,2,31.7545,206.648,-115.85,68.5133
10.1,3,39.6298,206.518,-123.596,88.403
10.1,4,16.219,206.556,-100.222,30.7255
10.2,0,26.198,206.456,-110.101,55.2742
10.2,1,8.35552,206.475,-92.2775,14.3262
10.2,2,31.7545,206.648,-115.85,68.5133
10.2,3,42.0599,206.518,-126.026,94.8144
10.2,4,16.219,206.556,-100.222,30.7255
10.3,0,26.198,206.456,-110.101,55.2742
10.3,1,8.35552,206.475,-92.2775,14.3262
10.3,2,31.7545,206.648,-115.85,68.5133
10.3,3,42.0599,206.518,-126.026,94.8144
10.3,4,16.219,206.556,-100.222,30.7255
10.4,0,22.4787,206.456,-106.382,46.1625
10.4,1,8.35552,206.475,-92.2775,14.3262
10.4,2,31.7545,206.648,-115.85,68.5133
10.4,3,43.6871,206.518,-127.653,99.1445
10.4,4,16.219,206.556,-100.222,30.7255
10.5,0,22.4787,206.456,-106.382,46.1625
10.5,1,8.35552,206.475,-92.2775,14.3262
10.5,2,31.7545,206.648,-115.85,68.5133
10.5,3,43.3214,206.518,-127.287,98.1687
10.5,4,16.219,206.556,-100.222,30.7255
10.6,0,22.4787,206.456,-106.382,46.1625
10.6,1,18.5591,206.475,-102.481,36.6332
10.6,2,31.7545,206.648,-115.85,68.5133
10.6,3,43.3214,206.518,-127.287,98.1687
10.6,4,10.41,206.556,-94.4133,18.2365
10.7,0,22.4787,206.456,-106.382,46.1625
10.7,1,23.2981,206.475,-107.22,47.8706
10.7,2,31.7545,206.648,-115.85,68.5133
10.7,3,43.3214,206.518,-127.287,98.1687
10.7,4,10.41,206.556,-94.4133,18.2365
10.8,0,19.5377,206.456,-103.441,39.1422
10.8,1,23.2981,206.475,-107.22,47.8706
10.8,2,31.7545,206.648,-115.85,68.5133
10.8,3,43.3214,206.518,-127.287,98.1687
10.8,4,10.41,206.556,-94.4133,18.2365
10.9,0,19.5377,206.456,-103.441,39.1422
10.9,1,15.4536,206.475,-99.3756,29.5335
10.9,2,31.7545,206.648,-115.85,68.5133
10.9,3,43.3214,206.518,-127.287,98.1687
10.9,4,10.41,206.556,-94.4133,18.2365
11,0,9.68188,206.456,-93.5853,17.1366
11,1,22.6888,206.475,-106.611,46.401
11,2,31.7545,206.648,-115.85,68.5133
11,3,43.3214,206.518,-127.287,98.1687
11,4,10.41,206.556,-94.4133,18.2365
11.1,0,9.68188,206.456,-93.5853,17.1366
11.1,1,21.4209,206.475,-105.343,43.3657
11.1,2,28.329,206.648,-112.424,59.9035
11.1,3,37.1064,206.518,-121.072,81.8184
11.1,4,10.41,206.556,-94.4133,18.2365
11.2,0,6.66123,206.456,-90.5647,11.0372
11.2,1,21.4209,206.475,-105.343,43.3657
11.2,2,37.1982,206.648,-121.293,82.5312
11.2,3,37.1064,206.518,-121.072,81.8184
11.2,4,10.41,206.556,-94.4133,18.2365
11.3,0,6.66123,206.456,-90.5647,11.0372
11.3,1,25.7687,206.475,-109.691,53.8971
11.3,2,37.1982,206.648,-121.293,82.5312
11.3,3,37.1064,206.518,-121.072,81.8184
11.3,4,10.41,206.556,-94.4133,18.2365
11.4,0,6.66123,206.456,-90.5647,11.0372
11.4,1,25.7687,206.475,-109.691,53.8971
11.4,2,41.3033,206.648,-125.399,93.3479
11.4,3,29.3933,206.518,-113.359,62.2003
11.4,4,10.41,206.556,-94.4133,18.2365
11.5,0,6.66123,206.456,-90.5647,11.0372
11.5,1,25.7687,206.475,-109.691,53.8971
11.5,2,41.3033,206.648,-125.399,93.3479
11.5,3,29.3933,206.518,-113.359,62.2003
11.5,4,10.41,206.556,-94.4133,18.2365
11.6,0,6.66123,206.456,-90.5647,11.0372
11.6,1,25.7687,206.475,-109.691,53.8971
11.6,2,39.7385,206.648,-123.834,89.2013
11.6,3,29.3933,206.518,-113.359,62.2003
11.6,4,10.41,206.556,-94.4133,18.2365
11.7,0,0,206.456,-83.9034,0
11.7,1,25.7687,206.475,-109.691,53.8971
11.7,2,33.32,206.648,-117.415,72.5043
11.7,3,37.7817,206.518,-121.747,83.5731
11.7,4,1.67339,206.556,-85.6767,2.12322
11.70002024,3,26.5685,205.182,-151.554,83.5731
11.70003024,3,26.5685,205.208,-153.353,83.5731
11.8,0,0,206.456,-83.9034,0
11.8,1,25.7687,206.475,-109.691,53.8971
11.8,2,33.32,206.648,-117.415,72.5043
11.8,3,37.7817,206.518,-121.747,83.5731
11.8,4,1.67339,206.556,-85.6767,2.12322
11.80002024,3,23.9352,205.182,-148.921,73.9157
11.80003024,1,18.0914,205.165,-144.833,53.8971
11.9,0,0,206.456,-83.9034,0
11.9,1,25.7687,206.475,-109.691,53.8971
11.9,2,33.32,206.648,-117.415,72.5043
11.9,3,34.037,206.518,-118.003,73.9157
11.9,4,9.29922,206.556,-93.3025,15.9695
11.90002024,2,23.412,205.161,-148.376,72.5043
12,0,0,206.456,-83.9034,0
12,1,25.7687,206.475,-109.691,53.8971
12,2,33.32,206.648,-117.415,72.5043
12,3,34.037,206.518,-118.003,73.9157
12,4,9.29922,206.556,-93.3025,15.9695
12.00002024,3,23.9352,205.182,-148.921,73.9157
12.1,0,0,206.456,-83.9034,0
12.1,1,25.7687,206.475,-109.691,53.8971
12.1,2,33.32,206.648,-117.415,72.5043
12.1,3,34.037,206.518,-118.003,73.9157
12.1,4,9.29922,206.556,-93.3025,15.9695
12.10002024,2,23.412,205.161,-148.376,72.5043
12.2,0,0,206.456,-83.9034,0
12.2,1,25.7687,206.475,-109.691,53.8971
12.2,2,33.32,206.648,-117.415,72.5043
12.2,3,34.037,206.518,-118.003,73.9157
12.2,4,9.29922,206.556,-93.3025,15.9695
12.20002024,2,28.5596,205.161,-153.524,91.6032
12.3,0,4.80251,206.456,-88.7059,7.51101
12.3,1,25.7687,206.475,-109.691,53.8971
12.3,2,40.6462,206.648,-124.741,91.6032
12.3,3,34.037,206.518,-118.003,73.9157
12.3,4,11.045,206.556,-95.0482,19.5521
12.30002024,4,7.77321,205.204,-137.583,19.5521
12.4,0,0,206.456,-83.9034,0
12.4,1,18.7533,206.475,-102.675,37.0847
12.4,2,43.3802,206.648,-127.475,98.8942
12.4,3,34.037,206.518,-118.003,73.9157
12.4,4,11.045,206.556,-95.0482,19.5521
12.40002024,4,15.3467,205.204,-140.354,43.5252
12.5,0,0,206.456,-83.9034,0
12.5,1,18.7533,206.475,-102.675,37.0847
12.5,2,43.3802,206.648,-127.475,98.8942
12.5,3,34.037,206.518,-118.003,73.9157
12.5,4,21.8062,206.556,-105.809,43.5252
12.50002024,2,30.4806,205.161,-155.445,98.8942
12.6,0,0,206.456,-83.9034,0
12.6,1,28.4258,206.475,-112.348,60.4931
12.6,2,43.3802,206.648,-127.475,98.8942
12.6,3,31.0338,206.518,-114.999,66.3042
12.6,4,21.8062,206.556,-105.809,43.5252
12.60002024,1,23.2918,205.139,-148.234,72.5541
12.7,0,0,206.456,-83.9034,0
12.7,1,33.1761,206.475,-117.098,72.5541
12.7,2,36.263,206.648,-120.358,80.0956
12.7,3,31.0338,206.518,-114.999,66.3042
12.7,4,21.8062,206.556,-105.809,43.5252
12.70002024,2,27.6597,205.161,-152.624,88.2168
12.8,0,0,206.456,-83.9034,0
12.8,1,33.1761,206.475,-117.098,72.5541
12.8,2,39.3654,206.648,-123.461,88.2168
12.8,3,34.2111,206.518,-118.177,74.3608
12.8,4,16.6503,206.556,-100.654,31.6889
12.80002024,3,24.0576,205.182,-149.043,74.3608
12.9,0,0,206.456,-83.9034,0
12.9,1,33.1761,206.475,-117.098,72.5541
12.9,2,42.4997,206.648,-126.595,96.537
12.9,3,34.2111,206.518,-118.177,74.3608
12.9,4,4.49139,206.556,-88.4947,6.78342
12.90002024,2,29.862,205.161,-154.826,96.537
12.90003024,2,29.862,205.186,-159.443,96.537
13,0,0,206.456,-83.9034,0
13,1,33.1761,206.475,-117.098,72.5541
13,2,42.4997,206.648,-126.595,96.537
13,3,34.2111,206.518,-118.177,74.3608
13,4,4.49139,206.556,-88.4947,6.78342
13.00002024,3,28.5776,205.182,-153.563,91.0568
13.00003024,0,0,205.143,-129.538,0
13.1,0,0,206.456,-83.9034,0
13.1,1,33.1761,206.475,-117.098,72.5541
13.1,2,42.4997,206.648,-126.595,96.537
13.1,3,40.6388,206.518,-124.604,91.0568
13.1,4,0,206.556,-84.0033,0
13.10002024,1,23.2918,205.139,-148.234,72.5541
13.10003024,1,23.2918,205.165,-148.36,72.5541
13.2,0,0,206.456,-83.9034,0
13.2,1,33.1761,206.475,-117.098,72.5541
13.2,2,42.4997,206.648,-126.595,96.537
13.2,3,40.6388,206.518,-124.604,91.0568
13.2,4,2.62292,206.556,-86.6262,3.60271
13.20002024,2,29.862,205.161,-154.826,96.537
13.20003024,1,23.2918,205.165,-150.983,72.5541
13.3,0,0,206.456,-83.9034,0
13.3,1,33.1761,206.475,-117.098,72.5541
13.3,2,42.4997,206.648,-126.595,96.537
13.3,3,40.6388,206.518,-124.604,91.0568
13.3,4,12.6557,206.556,-96.659,22.9483
13.30002024,4,8.90683,205.204,-133.914,22.9483
13.4,0,0,206.456,-83.9034,0
13.4,1,33.1761,206.475,-117.098,72.5541
13.4,2,42.4997,206.648,-126.595,96.537
13.4,3,40.6388,206.518,-124.604,91.0568
13.4,4,12.6557,206.556,-96.659,22.9483
13.40002024,3,27.3533,205.182,-152.339,86.4847
13.5,0,0,206.456,-83.9034,0
13.5,1,33.1761,206.475,-117.098,72.5541
13.5,2,51.4437,206.648,-135.539,120.859
13.5,3,38.8977,206.518,-122.863,86.4847
13.5,4,12.6557,206.556,-96.659,22.9483
13.50002024,3,31.8579,205.182,-156.843,103.474
13.6,0,0,206.456,-83.9034,0
13.6,1,39.6505,206.475,-123.572,89.4845
13.6,2,51.4437,206.648,-135.539,120.859
13.6,3,45.3035,206.518,-129.269,103.474
13.6,4,12.6557,206.556,-96.659,22.9483
13.60002024,2,32.7032,205.161,-157.667,107.431
13.7,0,7.37755,206.456,-91.281,12.4464
13.7,1,39.6505,206.475,-123.572,89.4845
13.7,2,46.5433,206.648,-130.639,107.431
13.7,3,45.3035,206.518,-129.269,103.474
13.7,4,12.6557,206.556,-96.659,22.9483
13.8,0,7.37755,206.456,-91.281,12.4464
13.8,1,40.9223,206.475,-124.844,92.8708
13.8,2,46.5433,206.648,-130.639,107.431
13.8,3,45.3035,206.518,-129.269,103.474
13.8,4,20.7022,206.556,-104.705,40.9446
13.9,0,7.37755,206.456,-91.281,12.4464
13.9,1,40.9223,206.475,-124.844,92.8708
13.9,2,43.3594,206.648,-127.455,98.8383
13.9,3,45.3035,206.518,-129.269,103.474
13.9,4,16.0486,206.556,-100.052,30.3461
14,0,7.37755,206.456,-91.281,12.4464
14,1,40.9223,206.475,-124.844,92.8708
14,2,44.7824,206.648,-128.878,102.665
14,3,45.3035,206.518,-129.269,103.474
14,4,22.4192,206.556,-106.422,44.9682
14.1,0,4.50158,206.456,-88.405,6.96042
14.1,1,45.2234,206.475,-129.145,104.458
14.1,2,37.9916,206.648,-122.087,84.6062
14.1,3,45.3035,206.518,-129.269,103.474
14.1,4,22.4192,206.556,-106.422,44.9682
14.10002024,3,31.8579,205.182,-161.345,103.474
14.2,0,2.3557,206.456,-86.2591,3.24907
14.2,1,45.2234,206.475,-129.145,104.458
14.2,2,37.9916,206.648,-122.087,84.6062
14.2,3,45.3035,206.518,-129.269,103.474
14.2,4,21.6456,206.556,-105.649,43.1485
14.20002024,3,31.8579,205.182,-159.199,103.474
14.3,0,2.3557,206.456,-86.2591,3.24907
14.3,1,45.2234,206.475,-129.145,104.458
14.3,2,44.4406,206.648,-128.536,101.744
14.3,3,45.3035,206.518,-129.269,103.474
14.3,4,21.6456,206.556,-105.649,43.1485
14.30002024,1,30.5967,205.139,-157.895,100.009
14.4,0,2.3557,206.456,-86.2591,3.24907
14.4,1,43.5809,206.475,-127.503,100.009
14.4,2,44.4406,206.648,-128.536,101.744
14.4,3,45.3035,206.518,-129.269,103.474
14.4,4,29.0697,206.556,-113.073,61.0432
14.40002024,2,31.2258,205.161,-158.545,101.744
14.5,0,2.3557,206.456,-86.2591,3.24907
14.5,1,43.5809,206.475,-127.503,100.009
14.5,2,44.4406,206.648,-128.536,101.744
14.5,3,45.3035,206.518,-129.269,103.474
14.5,4,29.0697,206.556,-113.073,61.0432
14.50002024,2,31.2258,205.161,-158.545,101.744
14.6,0,2.3557,206.456,-86.2591,3.24907
14.6,1,43.5809,206.475,-127.503,100.009
14.6,2,44.4406,206.648,-128.536,101.744
14.6,3,45.3035,206.518,-129.269,103.474
14.6,4,29.0697,206.556,-113.073,61.0432
14.60002024,4,20.4587,205.204,-147.821,61.0432
14.7,0,0,206.456,-83.9034,0
14.7,1,43.5809,206.475,-127.503,100.009
14.7,2,44.4406,206.648,-128.536,101.744
14.7,3,35.9569,206.518,-119.923,78.8449
14.7,4,29.0697,206.556,-113.073,61.0432
14.70002024,4,14.1558,205.204,-139.163,39.5795
14.8,0,0,206.456,-83.9034,0
14.8,1,43.5809,206.475,-127.503,100.009
14.8,2,44.4406,206.648,-128.536,101.744
14.8,3,35.9569,206.518,-119.923,78.8449
14.8,4,20.114,206.556,-104.117,39.5795
14.80002024,2,31.2258,205.161,-156.19,101.744
14.9,0,0,206.456,-83.9034,0
14.9,1,43.5809,206.475,-127.503,100.009
14.9,2,44.4406,206.648,-128.536,101.744
14.9,3,35.9569,206.518,-119.923,78.8449
14.9,4,20.114,206.556,-104.117,39.5795
14.90002024,4,14.1558,205.204,-139.163,39.5795
15,0,0,206.456,-83.9034,0
15,1,43.5809,206.475,-127.503,100.009
15,2,44.4406,206.648,-128.536,101.744
15,3,43.4238,206.518,-127.389,98.4417
15,4,20.114,206.556,-104.117,39.5795
15.00002024,1,30.5967,205.139,-155.539,100.009
15.1,0,0,206.456,-83.9034,0
15.1,1,43.5809,206.475,-127.503,100.009
15.1,2,52.4852,206.648,-136.58,123.742
15.1,3,43.4238,206.518,-127.389,98.4417
15.1,4,30.0252,206.556,-114.028,63.4103
15.10002024,2,36.8782,205.161,-161.842,123.742
15.2,0,0,206.456,-83.9034,0
15.2,1,43.5809,206.475,-127.503,100.009
15.2,2,52.4852,206.648,-136.58,123.742
15.2,3,43.4238,206.518,-127.389,98.4417
15.2,4,24.8481,206.556,-108.851,50.7531
15.20002024,4,14.1657,205.204,-139.173,39.6118
15.3,0,0,206.456,-83.9034,0
15.3,1,43.5809,206.475,-127.503,100.009
15.3,2,52.4852,206.648,-136.58,123.742
15.3,3,43.4238,206.518,-127.389,98.4417
15.3,4,20.128,206.556,-104.131,39.6118
15.30002024,2,36.8782,205.161,-161.842,123.742
15.4,0,8.55381,206.456,-92.4572,14.8125
15.4,1,43.5809,206.475,-127.503,100.009
15.4,2,52.4852,206.648,-136.58,123.742
15.4,3,43.4238,206.518,-127.389,98.4417
15.4,4,26.4139,206.556,-110.417,54.5364
15.5,0,4.32929,206.456,-88.2327,6.64808
15.5,1,47.3782,206.475,-131.3,110.338
15.5,2,54.9954,206.648,-139.091,130.734
15.5,3,51.9655,206.518,-135.931,121.599
15.5,4,16.8829,206.556,-100.886,32.2103
15.50002024,2,35.475,205.161,-164.768,118.222
15.6,0,4.32929,206.456,-88.2327,6.64808
15.6,1,47.3782,206.475,-131.3,110.338
15.6,2,50.4882,206.648,-134.583,118.222
15.6,3,51.9655,206.518,-135.931,121.599
15.6,4,16.8829,206.556,-100.886,32.2103
15.60002024,3,36.5427,205.182,-165.858,121.599
15.7,0,4.32929,206.456,-88.2327,6.64808
15.7,1,45.626,206.475,-129.548,105.553
15.7,2,50.4882,206.648,-134.583,118.222
15.7,3,51.9655,206.518,-135.931,121.599
15.7,4,16.8829,206.556,-100.886,32.2103
15.70002024,4,11.8818,205.204,-141.218,32.2103
15.8,0,4.32929,206.456,-88.2327,6.64808
15.8,1,50.1318,206.475,-134.054,117.92
15.8,2,55.0532,206.648,-139.148,130.896
15.8,3,51.9655,206.518,-135.931,121.599
15.8,4,16.8829,206.556,-100.886,32.2103
15.80002024,3,36.5427,205.182,-165.858,121.599
15.9,0,4.32929,206.456,-88.2327,6.64808
15.9,1,50.1318,206.475,-134.054,117.92
15.9,2,55.0532,206.648,-139.148,130.896
15.9,3,51.9655,206.518,-135.931,121.599
15.9,4,16.8829,206.556,-100.886,32.2103
15.90002024,4,16.2222,205.204,-145.559,46.4609
16,0,4.32929,206.456,-88.2327,6.64808
16,1,50.1318,206.475,-134.054,117.92
16,2,55.0532,206.648,-139.148,130.896
16,3,51.9655,206.518,-135.931,121.599
16,4,23.0502,206.556,-107.053,46.4609
16.00002024,2,33.6609,205.161,-162.954,111.142
16.1,0,4.32929,206.456,-88.2327,6.64808
16.1,1,50.1318,206.475,-134.054,117.92
16.1,2,47.9063,206.648,-132.002,111.142
16.1,3,51.9655,206.518,-135.931,121.599
16.1,4,23.0502,206.556,-107.053,46.4609
16.10002024,2,33.6609,205.161,-162.954,111.142
16.2,0,4.32929,206.456,-88.2327,6.64808
16.2,1,50.1318,206.475,-134.054,117.92
16.2,2,47.9063,206.648,-132.002,111.142
16.2,3,51.9655,206.518,-135.931,121.599
16.2,4,23.0502,206.556,-107.053,46.4609
16.20002024,3,36.5427,205.182,-165.858,121.599
16.3,0,15.1068,206.456,-99.0102,28.9223
16.3,1,51.2124,206.475,-135.134,120.916
16.3,2,56.5862,206.648,-140.681,135.194
16.3,3,51.9655,206.518,-135.931,121.599
16.3,4,17.6428,206.556,-101.646,33.9227
16.4,0,15.7217,206.456,-99.6252,30.3123
16.4,1,51.2124,206.475,-135.134,120.916
16.4,2,48.9363,206.648,-133.032,113.959
16.4,3,51.9655,206.518,-135.931,121.599
16.4,4,17.6428,206.556,-101.646,33.9227
16.5,0,21.9812,206.456,-105.885,44.9629
16.5,1,51.2124,206.475,-135.134,120.916
16.5,2,48.9363,206.648,-133.032,113.959
16.5,3,49.1152,206.518,-133.081,113.791
16.5,4,17.6428,206.556,-101.646,33.9227
16.6,0,24.6058,206.456,-108.509,51.3436
16.6,1,51.2124,206.475,-135.134,120.916
16.6,2,48.7208,206.648,-132.816,113.368
16.6,3,49.1152,206.518,-133.081,113.791
16.6,4,17.6428,206.556,-101.646,33.9227
16.7,0,18.5967,206.456,-102.5,36.934
16.7,1,51.2124,206.475,-135.134,120.916
16.7,2,48.7208,206.648,-132.816,113.368
16.7,3,41.2245,206.518,-125.19,92.6027
16.7,4,23.0267,206.556,-107.03,46.4052
16.8,0,17.2689,206.456,-101.172,33.8514
16.8,1,51.2124,206.475,-135.134,120.916
16.8,2,48.7208,206.648,-132.816,113.368
16.8,3,41.2245,206.518,-125.19,92.6027
16.8,4,23.0267,206.556,-107.03,46.4052
16.9,0,17.2689,206.456,-101.172,33.8514
16.9,1,51.2124,206.475,-135.134,120.916
16.9,2,48.7208,206.648,-132.816,113.368
16.9,3,41.2245,206.518,-125.19,92.6027
16.9,4,26.0928,206.556,-110.096,53.7572
17,0,17.2689,206.456,-101.172,33.8514
17,1,51.2124,206.475,-135.134,120.916
17,2,57.3214,206.648,-141.417,137.263
17,3,41.2245,206.518,-125.19,92.6027
17,4,26.0928,206.556,-110.096,53.7572
17.1,0,17.2689,206.456,-101.172,33.8514
17.1,1,59.9894,206.475,-143.911,145.649
17.1,2,57.3214,206.648,-141.417,137.263
17.1,3,32.3892,206.518,-116.355,69.724
17.1,4,26.0928,206.556,-110.096,53.7572
17.2,0,17.2689,206.456,-101.172,33.8514
17.2,1,59.9894,206.475,-143.911,145.649
17.2,2,51.9119,206.648,-136.007,122.154
17.2,3,32.3892,206.518,-116.355,69.724
17.2,4,26.0928,206.556,-110.096,53.7572
17.3,0,15.2633,206.456,-99.1667,29.2751
17.3,1,59.9894,206.475,-143.911,145.649
17.3,2,48.0259,206.648,-132.121,111.468
17.3,3,32.3892,206.518,-116.355,69.724
17.3,4,22.4914,206.556,-106.495,45.1387
17.4,0,17.021,206.456,-100.924,33.2805
17.4,1,59.9894,206.475,-143.911,145.649
17.4,2,48.0259,206.648,-132.121,111.468
17.4,3,32.3892,206.518,-116.355,69.724
17.4,4,27.2054,206.556,-111.209,56.4638
17.5,0,21.3928,206.456,-105.296,43.5504
17.5,1,62.5473,206.475,-146.469,152.983
17.5,2,48.0259,206.648,-132.121,111.468
17.5,3,32.3892,206.518,-116.355,69.724
17.5,4,17.3821,206.556,-101.385,33.3338
17.6,0,16.983,206.456,-100.886,33.193
17.6,1,62.5473,206.475,-146.469,152.983
17.6,2,48.0259,206.648,-132.121,111.468
17.6,3,32.3892,206.518,-116.355,69.724
17.6,4,17.3821,206.556,-101.385,33.3338
17.7,0,26.9658,206.456,-110.869,57.1849
17.7,1,62.5473,206.475,-146.469,152.983
17.7,2,48.0259,206.648,-132.121,111.468
17.7,3,32.4751,206.518,-116.441,69.9415
17.7,4,10.0385,206.556,-94.0418,17.4734
17.8,0,19.6122,206.456,-103.516,39.318
17.8,1,62.5473,206.475,-146.469,152.983
17.8,2,52.6486,206.648,-136.744,124.196
17.8,3,32.4751,206.518,-116.441,69.9415
17.8,4,10.0385,206.556,-94.0418,17.4734
17.9,0,10.719,206.456,-94.6224,19.316
17.9,1,62.5473,206.475,-146.469,152.983
17.9,2,52.6486,206.648,-136.744,124.196
17.9,3,24.7241,206.518,-108.69,50.7465
17.9,4,10.0385,206.556,-94.0418,17.4734
18,0,10.719,206.456,-94.6224,19.316
18,1,62.5473,206.475,-146.469,152.983
18,2,52.6486,206.648,-136.744,124.196
18,3,24.7241,206.518,-108.69,50.7465
18,4,10.0385,206.556,-94.0418,17.4734
18.1,0,10.719,206.456,-94.6224,19.316
18.1,1,62.5473,206.475,-146.469,152.983
18.1,2,52.6486,206.648,-136.744,124.196
18.1,3,24.7241,206.518,-108.69,50.7465
18.1,4,10.0385,206.556,-94.0418,17.4734
18.2,0,10.719,206.456,-94.6224,19.316
