simTime,MCC_idx,atmosphericLoss_dB,fspl_dB,power_dBm,weatherAtMCC
18.2,1,62.2391,206.475,-146.161,152.096
18.2,2,52.6486,206.648,-136.744,124.196
18.2,3,24.7241,206.518,-108.69,50.7465
18.2,4,10.0385,206.556,-94.0418,17.4734
18.3,0,12.1545,206.456,-96.0579,22.394
18.3,1,62.2391,206.475,-146.161,152.096
18.3,2,52.6486,206.648,-136.744,124.196
18.3,3,25.2687,206.518,-109.234,52.0641
18.3,4,18.19,206.556,-102.193,35.1639
18.4,0,12.1545,206.456,-96.0579,22.394
18.4,1,57.1801,206.475,-141.102,137.659
18.4,2,52.6486,206.648,-136.744,124.196
18.4,3,25.2687,206.518,-109.234,52.0641
18.4,4,18.19,206.556,-102.193,35.1639
18.5,0,12.1545,206.456,-96.0579,22.394
18.5,1,57.1801,206.475,-141.102,137.659
18.5,2,52.6486,206.648,-136.744,124.196
18.5,3,30.1946,206.518,-114.16,64.1998
18.5,4,18.19,206.556,-102.193,35.1639
18.6,0,12.1545,206.456,-96.0579,22.394
18.6,1,57.1801,206.475,-141.102,137.659
18.6,2,52.6486,206.648,-136.744,124.196
18.6,3,30.1946,206.518,-114.16,64.1998
18.6,4,18.19,206.556,-102.193,35.1639
18.7,0,12.1545,206.456,-96.0579,22.394
18.7,1,65.2126,206.475,-149.135,160.68
18.7,2,52.6486,206.648,-136.744,124.196
18.7,3,30.1946,206.518,-114.16,64.1998
18.7,4,18.19,206.556,-102.193,35.1639
18.8,0,12.1545,206.456,-96.0579,22.394
18.8,1,65.3065,206.475,-149.228,160.953
18.8,2,45.9594,206.648,-130.055,105.847
18.8,3,30.1946,206.518,-114.16,64.1998
18.8,4,18.19,206.556,-102.193,35.1639
18.9,0,0.146321,206.456,-84.0497,0.123589
18.9,1,72.6338,206.475,-156.556,182.402
18.9,2,45.9594,206.648,-130.055,105.847
18.9,3,30.1946,206.518,-114.16,64.1998
18.9,4,18.19,206.556,-102.193,35.1639
18.90002024,3,21.2331,205.182,-146.365,64.1998
19,0,0.146321,206.456,-84.0497,0.123589
19,1,72.6338,206.475,-156.556,182.402
19,2,45.9594,206.648,-130.055,105.847
19,3,30.1946,206.518,-114.16,64.1998
19,4,18.19,206.556,-102.193,35.1639
19.00002024,3,21.2331,205.182,-146.365,64.1998
19.1,0,0.146321,206.456,-84.0497,0.123589
19.1,1,72.6338,206.475,-156.556,182.402
19.1,2,45.9594,206.648,-130.055,105.847
19.1,3,30.1946,206.518,-114.16,64.1998
19.1,4,18.19,206.556,-102.193,35.1639
19.10002024,2,32.2929,205.161,-157.403,105.847
19.2,0,0.146321,206.456,-84.0497,0.123589
19.2,1,78.2128,206.475,-162.135,198.995
19.2,2,45.9594,206.648,-130.055,105.847
19.2,3,30.1946,206.518,-114.16,64.1998
19.2,4,18.19,206.556,-102.193,35.1639
19.20002024,1,55.5766,205.139,-180.665,201.837
19.3,0,1.79076,206.456,-85.6942,2.35322
19.3,1,79.1614,206.475,-163.083,201.837
19.3,2,45.9594,206.648,-130.055,105.847
19.3,3,30.1946,206.518,-114.16,64.1998
19.3,4,18.19,206.556,-102.193,35.1639
19.30002024,1,55.5766,205.139,-182.31,201.837
19.4,0,1.79076,206.456,-85.6942,2.35322
19.4,1,79.1614,206.475,-163.083,201.837
19.4,2,45.9594,206.648,-130.055,105.847
19.4,3,30.1946,206.518,-114.16,64.1998
19.4,4,18.19,206.556,-102.193,35.1639
19.40002024,4,12.8017,205.204,-139.6,35.1639
19.5,0,1.79076,206.456,-85.6942,2.35322
19.5,1,79.6276,206.475,-163.55,203.236
19.5,2,45.9594,206.648,-130.055,105.847
19.5,3,25.3192,206.518,-109.285,52.1866
19.5,4,18.19,206.556,-102.193,35.1639
19.50002024,2,32.2929,205.161,-159.048,105.847
19.6,0,0,206.456,-83.9034,0
19.6,1,79.6276,206.475,-163.55,203.236
19.6,2,45.9594,206.648,-130.055,105.847
19.6,3,24.3731,206.518,-108.339,49.9
19.6,4,26.7789,206.556,-110.782,55.424
19.60002024,4,18.8464,205.204,-143.854,55.424
19.7,0,0,206.456,-83.9034,0
19.7,1,73.6787,206.475,-157.601,185.493
19.7,2,45.1551,206.648,-129.25,103.672
19.7,3,24.3731,206.518,-108.339,49.9
19.7,4,26.7789,206.556,-110.782,55.424
19.70002024,3,17.1394,205.182,-142.125,49.9
19.8,0,0,206.456,-83.9034,0
19.8,1,73.6787,206.475,-157.601,185.493
19.8,2,45.1551,206.648,-129.25,103.672
19.8,3,24.3731,206.518,-108.339,49.9
19.8,4,36.7456,206.556,-120.749,80.4192
19.80002024,4,30.031,205.204,-155.038,95.884
19.9,0,0,206.456,-83.9034,0
19.9,1,71.9095,206.475,-155.832,180.265
19.9,2,44.5775,206.648,-128.673,102.113
19.9,3,30.8283,206.518,-114.794,65.7881
19.9,4,42.6711,206.556,-126.674,95.884
19.90002024,2,31.3219,205.161,-156.286,102.113
20,0,0,206.456,-83.9034,0
20,1,71.9095,206.475,-155.832,180.265
20,2,44.5775,206.648,-128.673,102.113
20,3,28.5719,206.518,-112.538,60.1603
20,4,44.1315,206.556,-128.135,99.7563
20.00002024,3,20.092,205.182,-145.078,60.1603
20.1,0,0,206.456,-83.9034,0
20.1,1,67.2015,206.475,-151.123,166.461
20.1,2,44.5775,206.648,-128.673,102.113
20.1,3,28.5719,206.518,-112.538,60.1603
20.1,4,42.0695,206.556,-126.073,94.2955
20.10002024,3,20.092,205.182,-145.078,60.1603
20.2,0,0,206.456,-83.9034,0
20.2,1,67.3053,206.475,-151.227,166.764
20.2,2,44.5775,206.648,-128.673,102.113
20.2,3,28.5719,206.518,-112.538,60.1603
20.2,4,42.0695,206.556,-126.073,94.2955
20.20002024,3,20.092,205.182,-145.078,60.1603
20.3,0,0,206.456,-83.9034,0
20.3,1,74.0035,206.475,-157.925,186.456
20.3,2,44.5775,206.648,-128.673,102.113
20.3,3,28.5719,206.518,-112.538,60.1603
20.3,4,42.0695,206.556,-126.073,94.2955
20.30002024,3,20.092,205.182,-145.078,60.1603
20.4,0,2.0897,206.456,-85.9931,2.8219
20.4,1,74.0035,206.475,-157.925,186.456
20.4,2,44.5775,206.648,-128.673,102.113
20.4,3,28.5719,206.518,-112.538,60.1603
20.4,4,42.0695,206.556,-126.073,94.2955
20.40002024,1,51.9554,205.139,-178.987,186.456
20.5,0,2.0897,206.456,-85.9931,2.8219
20.5,1,74.0035,206.475,-157.925,186.456
20.5,2,44.7893,206.648,-128.885,102.684
20.5,3,29.0165,206.518,-112.982,61.2632
20.5,4,49.1186,206.556,-133.122,113.147
20.50002024,3,17.2722,205.182,-144.347,50.3553
20.6,0,0,206.456,-83.9034,0
20.6,1,74.0035,206.475,-157.925,186.456
20.6,2,44.7893,206.648,-128.885,102.684
20.6,3,24.562,206.518,-108.528,50.3553
20.6,4,49.1186,206.556,-133.122,113.147
20.60002024,2,31.4708,205.161,-156.435,102.684
20.7,0,0,206.456,-83.9034,0
20.7,1,74.0035,206.475,-157.925,186.456
20.7,2,44.7893,206.648,-128.885,102.684
20.7,3,24.562,206.518,-108.528,50.3553
20.7,4,41.2474,206.556,-125.251,92.1314
20.70002024,4,29.029,205.204,-154.036,92.1314
20.8,0,0,206.456,-83.9034,0
20.8,1,74.0035,206.475,-157.925,186.456
20.8,2,50.6564,206.648,-134.752,118.685
20.8,3,32.9973,206.518,-116.963,71.2666
20.8,4,41.2474,206.556,-125.251,92.1314
20.80002024,1,51.9554,205.139,-176.898,186.456
20.9,0,8.8237,206.456,-92.7271,15.3639
20.9,1,74.0035,206.475,-157.925,186.456
20.9,2,53.2168,206.648,-137.312,125.774
20.9,3,24.1633,206.518,-108.129,49.3951
20.9,4,41.2474,206.556,-125.251,92.1314
21,0,8.8237,206.456,-92.7271,15.3639
21,1,74.0035,206.475,-157.925,186.456
21,2,59.4466,206.648,-143.542,143.27
21,3,24.1633,206.518,-108.129,49.3951
21,4,41.2474,206.556,-125.251,92.1314
21.1,0,8.8025,206.456,-92.7059,15.3205
21.1,1,74.0035,206.475,-157.925,186.456
21.1,2,59.4466,206.648,-143.542,143.27
21.1,3,24.1633,206.518,-108.129,49.3951
21.1,4,41.2474,206.556,-125.251,92.1314
21.2,0,12.0139,206.456,-95.9173,22.0895
21.2,1,74.0035,206.475,-157.925,186.456
21.2,2,59.4466,206.648,-143.542,143.27
21.2,3,24.5023,206.518,-108.468,50.2114
21.2,4,34.4619,206.556,-118.465,74.5719
21.3,0,12.0139,206.456,-95.9173,22.0895
21.3,1,74.0035,206.475,-157.925,186.456
21.3,2,59.4466,206.648,-143.542,143.27
21.3,3,24.5023,206.518,-108.468,50.2114
21.3,4,34.4619,206.556,-118.465,74.5719
21.4,0,12.0139,206.456,-95.9173,22.0895
21.4,1,74.0035,206.475,-157.925,186.456
21.4,2,64.4728,206.648,-148.568,157.625
21.4,3,24.5023,206.518,-108.468,50.2114
21.4,4,34.4619,206.556,-118.465,74.5719
21.5,0,12.0139,206.456,-95.9173,22.0895
21.5,1,74.0035,206.475,-157.925,186.456
21.5,2,72.6247,206.648,-156.72,181.325
21.5,3,24.5023,206.518,-108.468,50.2114
21.5,4,33.4615,206.556,-117.465,72.0319
21.6,0,12.0139,206.456,-95.9173,22.0895
21.6,1,75.49,206.475,-159.412,190.87
21.6,2,72.6247,206.648,-156.72,181.325
21.6,3,24.5023,206.518,-108.468,50.2114
21.6,4,28.6103,206.556,-112.614,59.9097
21.7,0,15.9156,206.456,-99.819,30.7524
21.7,1,73.6879,206.475,-157.61,185.521
21.7,2,70.4477,206.648,-154.543,174.947
21.7,3,23.2671,206.518,-107.233,47.2468
21.7,4,28.6103,206.556,-112.614,59.9097
21.8,0,18.2398,206.456,-102.143,36.1015
21.8,1,73.6879,206.475,-157.61,185.521
21.8,2,74.4901,206.648,-158.585,186.816
21.8,3,23.2671,206.518,-107.233,47.2468
21.8,4,28.6103,206.556,-112.614,59.9097
21.9,0,18.2398,206.456,-102.143,36.1015
21.9,1,73.6879,206.475,-157.61,185.521
21.9,2,74.4901,206.648,-158.585,186.816
21.9,3,23.2671,206.518,-107.233,47.2468
21.9,4,28.6103,206.556,-112.614,59.9097
22,0,18.2398,206.456,-102.143,36.1015
22,1,73.6879,206.475,-157.61,185.521
22,2,74.4901,206.648,-158.585,186.816
22,3,23.2671,206.518,-107.233,47.2468
22,4,28.6103,206.556,-112.614,59.9097
22.1,0,23.3519,206.456,-107.255,48.2795
22.1,1,73.6879,206.475,-157.61,185.521
22.1,2,72.7561,206.648,-156.851,181.711
22.1,3,23.2671,206.518,-107.233,47.2468
22.1,4,19.8131,206.556,-103.816,38.8837
22.2,0,23.3519,206.456,-107.255,48.2795
22.2,1,73.6879,206.475,-157.61,185.521
22.2,2,72.7561,206.648,-156.851,181.711
22.2,3,23.2671,206.518,-107.233,47.2468
22.2,4,19.8131,206.556,-103.816,38.8837
22.3,0,23.3519,206.456,-107.255,48.2795
22.3,1,73.6879,206.475,-157.61,185.521
22.3,2,72.6365,206.648,-156.732,181.359
22.3,3,21.8467,206.518,-105.812,43.8722
22.3,4,19.8131,206.556,-103.816,38.8837
22.4,0,23.3519,206.456,-107.255,48.2795
22.4,1,73.6879,206.475,-157.61,185.521
22.4,2,71.2974,206.648,-155.393,177.432
22.4,3,21.8467,206.518,-105.812,43.8722
22.4,4,19.8131,206.556,-103.816,38.8837
22.5,0,16.8849,206.456,-100.788,32.9676
22.5,1,73.6879,206.475,-157.61,185.521
22.5,2,71.2974,206.648,-155.393,177.432
22.5,3,21.8467,206.518,-105.812,43.8722
22.5,4,13.2356,206.556,-97.2389,24.1902
22.6,0,15.4862,206.456,-99.3896,29.7787
22.6,1,73.6879,206.475,-157.61,185.521
22.6,2,71.2974,206.648,-155.393,177.432
22.6,3,21.8467,206.518,-105.812,43.8722
22.6,4,13.2356,206.556,-97.2389,24.1902
22.7,0,15.4862,206.456,-99.3896,29.7787
22.7,1,73.6879,206.475,-157.61,185.521
22.7,2,77.2386,206.648,-161.334,194.952
22.7,3,21.8467,206.518,-105.812,43.8722
22.7,4,4.78541,206.556,-88.7887,7.30881
22.70002024,3,15.3628,205.208,-145.259,43.8722
22.8,0,15.4862,206.456,-99.3896,29.7787
22.8,1,73.6879,206.475,-157.61,185.521
22.8,2,77.2386,206.648,-161.334,194.952
22.8,3,21.8467,206.518,-105.812,43.8722
22.8,4,4.78541,206.556,-88.7887,7.30881
22.80002024,3,15.3628,205.208,-145.259,43.8722
22.9,0,15.4862,206.456,-99.3896,29.7787
22.9,1,72.2227,206.475,-156.145,181.189
22.9,2,70.9179,206.648,-155.013,176.321
22.9,3,21.8467,206.518,-105.812,43.8722
22.9,4,9.69492,206.556,-93.6982,16.7719
23,0,22.147,206.456,-106.05,45.3622
23,1,72.2227,206.475,-156.145,181.189
23,2,75.9485,206.648,-160.044,191.127
23,3,21.8467,206.518,-105.812,43.8722
23,4,17.2892,206.556,-101.292,33.1243
23.1,0,24.9086,206.456,-108.812,52.0877
23.1,1,72.2227,206.475,-156.145,181.189
23.1,2,75.9485,206.648,-160.044,191.127
23.1,3,21.8467,206.518,-105.812,43.8722
23.1,4,17.2892,206.556,-101.292,33.1243
23.2,0,24.9086,206.456,-108.812,52.0877
23.2,1,72.2227,206.475,-156.145,181.189
23.2,2,75.9485,206.648,-160.044,191.127
23.2,3,21.8467,206.518,-105.812,43.8722
23.2,4,17.2892,206.556,-101.292,33.1243
23.3,0,24.9086,206.456,-108.812,52.0877
23.3,1,66.226,206.475,-150.148,163.622
23.3,2,75.9485,206.648,-160.044,191.127
23.3,3,22.0145,206.518,-105.98,44.2688
23.3,4,18.9295,206.556,-102.933,36.8517
23.4,0,24.9086,206.456,-108.812,52.0877
23.4,1,66.226,206.475,-150.148,163.622
23.4,2,75.9485,206.648,-160.044,191.127
23.4,3,22.0145,206.518,-105.98,44.2688
23.4,4,25.2483,206.556,-109.252,51.7161
23.5,0,24.9086,206.456,-108.812,52.0877
23.5,1,66.226,206.475,-150.148,163.622
23.5,2,75.9485,206.648,-160.044,191.127
23.5,3,22.0145,206.518,-105.98,44.2688
23.5,4,32.4314,206.556,-116.435,69.4302
23.6,0,24.9086,206.456,-108.812,52.0877
23.6,1,71.1808,206.475,-155.103,178.117
23.6,2,73.7668,206.648,-157.862,184.684
23.6,3,22.0145,206.518,-105.98,44.2688
23.6,4,32.4314,206.556,-116.435,69.4302
23.7,0,24.6087,206.456,-108.512,51.3507
23.7,1,71.1808,206.475,-155.103,178.117
23.7,2,73.7668,206.648,-157.862,184.684
23.7,3,22.863,206.518,-106.829,46.283
23.7,4,42.0367,206.556,-126.04,94.2091
23.8,0,24.6087,206.456,-108.512,51.3507
23.8,1,71.1808,206.475,-155.103,178.117
23.8,2,77.516,206.648,-161.611,195.776
23.8,3,22.863,206.518,-106.829,46.283
23.8,4,42.0367,206.556,-126.04,94.2091
23.9,0,25.5471,206.456,-109.451,53.662
23.9,1,70.4497,206.475,-154.372,175.967
23.9,2,85.847,206.648,-169.942,220.758
23.9,3,22.863,206.518,-106.829,46.283
23.9,4,42.0367,206.556,-126.04,94.2091
24,0,25.5471,206.456,-109.451,53.662
24,1,70.4497,206.475,-154.372,175.967
24,2,80.8087,206.648,-164.904,205.596
24,3,22.4078,206.518,-106.373,45.2007
24,4,49.3463,206.556,-133.35,113.764
24.1,0,27.1037,206.456,-111.007,57.529
24.1,1,66.4449,206.475,-150.367,164.259
24.1,2,80.8087,206.648,-164.904,205.596
24.1,3,22.4078,206.518,-106.373,45.2007
24.1,4,54.7568,206.556,-138.76,128.577
24.2,0,27.1037,206.456,-111.007,57.529
24.2,1,66.4449,206.475,-150.367,164.259
24.2,2,80.8087,206.648,-164.904,205.596
24.2,3,27.4315,206.518,-111.397,57.3454
24.2,4,54.7568,206.556,-138.76,128.577
24.3,0,27.1037,206.456,-111.007,57.529
24.3,1,66.4449,206.475,-150.367,164.259
24.3,2,80.8087,206.648,-164.904,205.596
24.3,3,27.4315,206.518,-111.397,57.3454
24.3,4,52.0997,206.556,-136.103,121.268
24.4,0,27.1037,206.456,-111.007,57.529
24.4,1,66.4449,206.475,-150.367,164.259
24.4,2,82.0735,206.648,-166.169,209.387
24.4,3,27.4315,206.518,-111.397,57.3454
24.4,4,44.5002,206.556,-128.504,100.738
24.5,0,27.1037,206.456,-111.007,57.529
24.5,1,74.746,206.475,-158.668,188.659
24.5,2,82.0735,206.648,-166.169,209.387
24.5,3,27.4315,206.518,-111.397,57.3454
24.5,4,44.5002,206.556,-128.504,100.738
24.6,0,27.1037,206.456,-111.007,57.529
24.6,1,75.8829,206.475,-159.805,192.039
24.6,2,82.0735,206.648,-166.169,209.387
24.6,3,27.4315,206.518,-111.397,57.3454
24.6,4,44.5002,206.556,-128.504,100.738
24.7,0,27.1037,206.456,-111.007,57.529
24.7,1,75.8829,206.475,-159.805,192.039
24.7,2,80.0615,206.648,-164.157,203.361
24.7,3,27.4315,206.518,-111.397,57.3454
24.7,4,44.5002,206.556,-128.504,100.738
24.8,0,33.8539,206.456,-117.757,74.7327
24.8,1,75.8829,206.475,-159.805,192.039
24.8,2,80.0615,206.648,-164.157,203.361
24.8,3,27.4315,206.518,-111.397,57.3454
24.8,4,44.5002,206.556,-128.504,100.738
24.9,0,33.8539,206.456,-117.757,74.7327
24.9,1,75.8829,206.475,-159.805,192.039
24.9,2,85.8598,206.648,-169.955,220.797
24.9,3,27.4315,206.518,-111.397,57.3454
24.9,4,44.5002,206.556,-128.504,100.738
25,0,33.8539,206.456,-117.757,74.7327
25,1,75.8829,206.475,-159.805,192.039
25,2,87.9029,206.648,-171.998,226.991
25,3,34.7792,206.518,-118.745,75.8155
25,4,44.5002,206.556,-128.504,100.738
25.1,0,33.8539,206.456,-117.757,74.7327
25.1,1,83.0068,206.475,-166.929,213.421
25.1,2,87.9029,206.648,-171.998,226.991
25.1,3,34.7792,206.518,-118.745,75.8155
25.1,4,44.5002,206.556,-128.504,100.738
25.2,0,32.8852,206.456,-116.789,72.2233
25.2,1,83.0068,206.475,-166.929,213.421
25.2,2,87.9029,206.648,-171.998,226.991
25.2,3,26.2801,206.518,-110.246,54.5244
25.2,4,44.5002,206.556,-128.504,100.738
25.3,0,26.0276,206.456,-109.931,54.8514
25.3,1,83.0068,206.475,-166.929,213.421
25.3,2,87.9029,206.648,-171.998,226.991
25.3,3,26.2801,206.518,-110.246,54.5244
25.3,4,44.5002,206.556,-128.504,100.738
25.4,0,26.0276,206.456,-109.931,54.8514
25.4,1,83.0068,206.475,-166.929,213.421
25.4,2,83.1034,206.648,-167.199,212.481
25.4,3,26.2801,206.518,-110.246,54.5244
25.4,4,44.5002,206.556,-128.504,100.738
25.5,0,25.2925,206.456,-109.196,53.0334
25.5,1,88.426,206.475,-172.348,229.906
25.5,2,83.1034,206.648,-167.199,212.481
25.5,3,22.2446,206.518,-106.21,44.8138
25.5,4,44.5002,206.556,-128.504,100.738
25.6,0,25.2925,206.456,-109.196,53.0334
25.6,1,88.426,206.475,-172.348,229.906
25.6,2,75.5927,206.648,-159.688,190.074
25.6,3,22.2446,206.518,-106.21,44.8138
25.6,4,44.5002,206.556,-128.504,100.738
25.7,0,16.1081,206.456,-100.011,31.1905
25.7,1,88.426,206.475,-172.348,229.906
25.7,2,75.5927,206.648,-159.688,190.074
25.7,3,22.2446,206.518,-106.21,44.8138
25.7,4,44.5002,206.556,-128.504,100.738
25.8,0,17.5579,206.456,-101.461,34.519
25.8,1,86.4698,206.475,-170.392,223.934
25.8,2,75.5927,206.648,-159.688,190.074
25.8,3,22.2446,206.518,-106.21,44.8138
25.8,4,52.0748,206.556,-136.078,121.2
25.9,0,17.5579,206.456,-101.461,34.519
25.9,1,86.4698,206.475,-170.392,223.934
25.9,2,78.1877,206.648,-162.283,197.773
25.9,3,22.2446,206.518,-106.21,44.8138
25.9,4,52.0748,206.556,-136.078,121.2
26,0,24.1977,206.456,-108.101,50.3432
26,1,91.6982,206.475,-175.62,239.947
26,2,78.1877,206.648,-162.283,197.773
26,3,22.2446,206.518,-106.21,44.8138
26,4,52.0748,206.556,-136.078,121.2
26.1,0,24.1977,206.456,-108.101,50.3432
26.1,1,91.6982,206.475,-175.62,239.947
26.1,2,78.1877,206.648,-162.283,197.773
26.1,3,22.2446,206.518,-106.21,44.8138
26.1,4,58.0997,206.556,-142.103,137.86
26.2,0,24.1977,206.456,-108.101,50.3432
26.2,1,87.651,206.475,-171.573,227.537
26.2,2,78.1877,206.648,-162.283,197.773
26.2,3,22.2446,206.518,-106.21,44.8138
26.2,4,58.0997,206.556,-142.103,137.86
26.3,0,24.1977,206.456,-108.101,50.3432
26.3,1,87.651,206.475,-171.573,227.537
26.3,2,76.014,206.648,-160.109,191.32
26.3,3,22.2446,206.518,-106.21,44.8138
26.3,4,58.9363,206.556,-142.94,140.199
26.4,0,24.1977,206.456,-108.101,50.3432
26.4,1,91.1883,206.475,-175.11,238.378
26.4,2,76.014,206.648,-160.109,191.32
26.4,3,22.2446,206.518,-106.21,44.8138
26.4,4,58.9363,206.556,-142.94,140.199
26.5,0,19.0534,206.456,-102.957,38.0033
26.5,1,91.1883,206.475,-175.11,238.378
26.5,2,76.014,206.648,-160.109,191.32
26.5,3,22.2446,206.518,-106.21,44.8138
26.5,4,58.9363,206.556,-142.94,140.199
26.6,0,19.0534,206.456,-102.957,38.0033
26.6,1,91.363,206.475,-175.285,238.916
26.6,2,76.014,206.648,-160.109,191.32
26.6,3,22.2446,206.518,-106.21,44.8138
26.6,4,58.9363,206.556,-142.94,140.199
26.7,0,19.0534,206.456,-102.957,38.0033
26.7,1,91.363,206.475,-175.285,238.916
26.7,2,76.014,206.648,-160.109,191.32
26.7,3,22.2446,206.518,-106.21,44.8138
26.7,4,58.9363,206.556,-142.94,140.199
26.8,0,19.0534,206.456,-102.957,38.0033
26.8,1,91.363,206.475,-175.285,238.916
26.8,2,76.7955,206.648,-160.891,193.637
26.8,3,22.2446,206.518,-106.21,44.8138
26.8,4,58.9363,206.556,-142.94,140.199
26.9,0,27.8471,206.456,-111.75,59.3898
26.9,1,89.0311,206.475,-172.953,231.758
26.9,2,76.7955,206.648,-160.891,193.637
26.9,3,22.2446,206.518,-106.21,44.8138
26.9,4,56.3797,206.556,-140.383,133.072
27,0,20.0428,206.456,-103.946,40.3355
27,1,89.0311,206.475,-172.953,231.758
27,2,76.7955,206.648,-160.891,193.637
27,3,22.2446,206.518,-106.21,44.8138
27,4,56.3797,206.556,-140.383,133.072
27.1,0,20.0428,206.456,-103.946,40.3355
27.1,1,89.0311,206.475,-172.953,231.758
27.1,2,79.7221,206.648,-163.817,202.347
27.1,3,22.2446,206.518,-106.21,44.8138
27.1,4,63.1182,206.556,-147.121,151.974
27.2,0,20.0428,206.456,-103.946,40.3355
27.2,1,85.2952,206.475,-169.217,220.36
27.2,2,73.6337,206.648,-157.729,184.292
27.2,3,23.3821,206.518,-107.348,47.5217
27.2,4,63.1182,206.556,-147.121,151.974
27.3,0,20.0428,206.456,-103.946,40.3355
27.3,1,89.7237,206.475,-173.646,233.88
27.3,2,73.6337,206.648,-157.729,184.292
27.3,3,23.3821,206.518,-107.348,47.5217
27.3,4,63.1182,206.556,-147.121,151.974
27.4,0,13.1504,206.456,-97.0538,24.568
27.4,1,85.9737,206.475,-169.896,222.423
27.4,2,73.6337,206.648,-157.729,184.292
27.4,3,27.3723,206.518,-111.338,57.1999
27.4,4,70.1037,206.556,-154.107,171.95
27.5,0,13.1504,206.456,-97.0538,24.568
27.5,1,85.9737,206.475,-169.896,222.423
27.5,2,76.2441,206.648,-160.339,192.002
27.5,3,27.3723,206.518,-111.338,57.1999
27.5,4,67.2696,206.556,-151.273,163.801
27.6,0,13.1504,206.456,-97.0538,24.568
27.6,1,85.9737,206.475,-169.896,222.423
27.6,2,76.2441,206.648,-160.339,192.002
27.6,3,20.1275,206.518,-104.093,39.8393
27.6,4,67.2696,206.556,-151.273,163.801
27.7,0,13.1504,206.456,-97.0538,24.568
27.7,1,85.9737,206.475,-169.896,222.423
27.7,2,76.2441,206.648,-160.339,192.002
27.7,3,28.6109,206.518,-112.577,60.2569
27.7,4,70.9089,206.556,-154.912,174.276
27.8,0,17.6964,206.456,-101.6,34.8394
27.8,1,81.6266,206.475,-165.549,209.252
27.8,2,76.2441,206.648,-160.339,192.002
27.8,3,27.0289,206.518,-110.995,56.3565
27.8,4,70.9089,206.556,-154.912,174.276
27.9,0,13.992,206.456,-97.8955,26.4281
27.9,1,75.09,206.475,-159.012,189.681
27.9,2,76.2441,206.648,-160.339,192.002
27.9,3,27.0289,206.518,-110.995,56.3565
27.9,4,70.9089,206.556,-154.912,174.276
28,0,22.9954,206.456,-106.899,47.4135
28,1,71.042,206.475,-154.964,177.709
28,2,79.2984,206.648,-163.394,201.083
28,3,31.5713,206.518,-115.537,67.6572
28,4,70.9089,206.556,-154.912,174.276
28.1,0,21.3323,206.456,-105.236,43.4054
28.1,1,64.2987,206.475,-148.221,158.035
28.1,2,71.9057,206.648,-156.001,179.215
28.1,3,31.5713,206.518,-115.537,67.6572
28.1,4,70.9089,206.556,-154.912,174.276
28.2,0,21.3323,206.456,-105.236,43.4054
28.2,1,64.2987,206.475,-148.221,158.035
28.2,2,71.9057,206.648,-156.001,179.215
28.2,3,28.6704,206.518,-112.636,60.4044
28.2,4,70.9089,206.556,-154.912,174.276
28.3,0,21.3323,206.456,-105.236,43.4054
28.3,1,63.3914,206.475,-147.313,155.414
28.3,2,71.9057,206.648,-156.001,179.215
28.3,3,28.6704,206.518,-112.636,60.4044
28.3,4,70.9089,206.556,-154.912,174.276
28.4,0,18.0541,206.456,-101.957,35.6693
28.4,1,63.3914,206.475,-147.313,155.414
28.4,2,71.9057,206.648,-156.001,179.215
28.4,3,28.6704,206.518,-112.636,60.4044
28.4,4,72.5651,206.556,-156.568,179.074
28.5,0,18.0541,206.456,-101.957,35.6693
28.5,1,63.3914,206.475,-147.313,155.414
28.5,2,71.9057,206.648,-156.001,179.215
28.5,3,28.6704,206.518,-112.636,60.4044
28.5,4,76.8244,206.556,-160.828,191.503
28.6,0,22.086,206.456,-105.989,45.2154
28.6,1,63.3914,206.475,-147.313,155.414
28.6,2,71.9057,206.648,-156.001,179.215
28.6,3,28.6041,206.518,-112.57,60.2402
28.6,4,76.8244,206.556,-160.828,191.503
28.7,0,21.745,206.456,-105.648,44.3951
28.7,1,68.2809,206.475,-152.203,169.611
28.7,2,71.9057,206.648,-156.001,179.215
28.7,3,28.6041,206.518,-112.57,60.2402
28.7,4,76.8244,206.556,-160.828,191.503
28.8,0,21.745,206.456,-105.648,44.3951
28.8,1,68.2809,206.475,-152.203,169.611
28.8,2,71.9057,206.648,-156.001,179.215
28.8,3,21.5932,206.518,-105.559,43.2738
28.8,4,72.0711,206.556,-156.074,177.641
28.9,0,21.745,206.456,-105.648,44.3951
28.9,1,68.2809,206.475,-152.203,169.611
28.9,2,71.9057,206.648,-156.001,179.215
28.9,3,10.9275,206.518,-94.8932,19.4191
28.9,4,72.0711,206.556,-156.074,177.641
29,0,25.7241,206.456,-109.627,54.0996
29,1,67.0953,206.475,-151.017,166.152
29,2,77.1698,206.648,-161.265,194.748
29,3,10.9275,206.518,-94.8932,19.4191
29,4,72.0711,206.556,-156.074,177.641
29.1,0,25.7241,206.456,-109.627,54.0996
29.1,1,67.7741,206.475,-151.696,168.131
29.1,2,72.4178,206.648,-156.513,180.717
29.1,3,10.9275,206.518,-94.8932,19.4191
29.1,4,72.0711,206.556,-156.074,177.641
29.2,0,31.9072,206.456,-115.811,69.7031
29.2,1,67.7741,206.475,-151.696,168.131
29.2,2,72.4178,206.648,-156.513,180.717
29.2,3,7.85316,206.518,-91.8188,13.1654
29.2,4,69.9218,206.556,-153.925,171.425
